Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
100,3.7065,2230.9219,8.4499,0.1011
200,26.6667,2230.1953,12.9240,0.2011
300,73.9130,2223.6367,14.2450,0.3011
400,37.9310,2224.2773,19.2934,0.4011
500,34.4828,2223.8906,19.6285,0.5011
600,48.2759,2223.9297,19.5694,0.6011
700,50.0000,2224.0391,20.6655,0.7011
800,40.7407,2223.9258,21.9154,0.8011
900,42.3077,2223.6289,23.2562,0.9011
1000,44.0000,2223.7969,23.7700,1.0011
1100,40.0000,2223.8477,23.7277,1.1011
1200,64.0000,2224.2031,23.6097,1.2011
1300,62.5000,2223.7969,23.2503,1.3011
1400,37.5000,2223.4648,23.1610,1.4011
1500,35.7143,2223.8242,22.7701,1.5011
1600,33.3333,2223.7422,22.4271,1.6011
1700,44.0000,2223.5977,22.1799,1.7011
1800,46.1538,2223.9102,21.9958,1.8011
1900,85.7143,2223.6836,21.4106,1.9011
2000,35.7143,2224.0469,20.7991,2.0011
2100,34.6154,2223.7539,20.2116,2.1011
2200,25.0000,2224.4922,19.6506,2.2011
2300,30.0000,2223.5820,19.1980,2.3011
2401,35.7143,2223.7656,18.9235,2.4013
2500,41.1765,2223.7500,18.4982,2.5011
2600,29.6296,2223.6914,18.2598,2.6011
2700,39.1304,2223.8047,18.0199,2.7011
2800,38.0952,2223.8359,17.7434,2.8011
2900,44.0000,2223.9453,17.7553,2.9011
3000,50.0000,2223.5898,17.7838,3.0011
3100,42.8571,2223.8438,17.7028,3.1011
3200,40.9091,2223.8594,17.5468,3.2011
3300,44.4444,2224.3477,17.4719,3.3011
3400,42.3077,2223.6602,17.4377,3.4011
3500,35.7143,2224.0273,17.2334,3.5011
3600,33.3333,2223.8789,17.1137,3.6011
3700,50.0000,2223.5742,16.9920,3.7011
3800,37.0370,2223.8320,17.0068,3.8011
3900,44.0000,2223.7070,17.1803,3.9011
4000,37.5000,2223.8242,17.1444,4.0011
4100,35.7143,2224.0586,17.2387,4.1011
4200,44.4444,2223.6406,17.2675,4.2011
4300,53.8462,2223.7227,17.0002,4.3011
4400,32.0000,2223.9492,16.9548,4.4011
4500,32.1429,2223.4805,16.7887,4.5011
4600,31.0345,2223.8164,16.6504,4.6011
4700,21.4286,2223.9375,16.4378,4.7011
4800,40.0000,2224.0898,16.3583,4.8011
4900,45.0000,2223.9844,16.2074,4.9011
5000,37.5000,2223.9141,16.1727,5.0011
5100,33.3333,2223.4688,16.1578,5.1011
5200,40.0000,2224.0195,15.9981,5.2011
5300,31.5789,2224.0469,15.8751,5.3011
5400,44.0000,2223.7422,15.8100,5.4011
5500,57.1429,2224.0234,15.7244,5.5011
5600,40.9091,2223.8867,15.6970,5.6011
5700,42.8571,2223.8438,15.7311,5.7011
5800,47.8261,2223.8086,15.7947,5.8011
5900,43.4783,2223.5664,15.8109,5.9011
6000,45.4545,2223.6680,15.8357,6.0011
6100,42.8571,2223.5742,15.7257,6.1011
6200,34.4828,2223.9648,15.7201,6.2011
6300,43.7500,2223.9414,15.6445,6.3011
6400,52.3810,2223.9922,15.5977,6.4011
6500,39.1304,2223.8594,15.6490,6.5011
6600,42.8571,2223.6328,15.6399,6.6011
6700,36.6667,2223.6211,15.6646,6.7011
6800,40.9091,2223.7969,15.6496,6.8011
6900,39.1304,2223.8438,15.6739,6.9011
7000,32.1429,2223.9883,15.6454,7.0011
7100,37.9310,2223.7188,15.7334,7.1011
7200,47.8261,2223.7969,15.6884,7.2011
7300,50.0000,2223.9844,15.6538,7.3011
7400,47.0588,2224.2305,15.6444,7.4011
7500,34.6154,2223.8828,15.5783,7.5011
7600,30.0000,2223.6836,15.5364,7.6011
7700,34.6154,2223.6367,15.5423,7.7011
7800,47.6190,2223.8359,15.5001,7.8011
7900,53.3333,2224.0781,15.3887,7.9011
8000,33.3333,2224.0547,15.3750,8.0011
8100,37.5000,2223.5352,15.3921,8.1011
8200,36.3636,2223.5117,15.3681,8.2011
8300,43.4783,2223.6367,15.3714,8.3011
8400,29.0323,2223.7148,15.3573,8.4011
8500,43.3333,2223.5508,15.3146,8.5011
8600,45.8333,2223.9961,15.3942,8.6011
8700,39.1304,2224.0508,15.3425,8.7011
8800,47.3684,2223.8359,15.2625,8.8011
8900,39.2857,2223.8633,15.1772,8.9011
9000,45.4545,2223.6211,15.1399,9.0011
9100,50.0000,2223.9531,15.0730,9.1011
9200,44.4444,2224.1719,14.9949,9.2011
9300,47.3684,2223.9844,14.8845,9.3011
9400,50.0000,2224.2422,14.7873,9.4011
9500,50.0000,2223.8164,14.7161,9.5011
9600,50.0000,2223.8828,14.6578,9.6011
9700,42.8571,2224.1328,14.5368,9.7011
9800,40.0000,2223.8594,14.4566,9.8011
9900,50.0000,2223.9180,14.3893,9.9011
10000,47.8261,2223.5312,14.3735,10.0011
10100,41.6667,2223.4023,14.3019,10.1011
10200,33.3333,2223.6641,14.2240,10.2011
10300,51.8519,2223.7734,14.1538,10.3011
10400,41.6667,2223.6211,14.1165,10.4011
10500,34.7826,2224.1875,14.0380,10.5011
10600,35.0000,2224.1133,13.9921,10.6011
10700,30.0000,2223.8633,13.8999,10.7011
10800,40.0000,2223.8477,13.8666,10.8011
10900,44.0000,2223.8984,13.8406,10.9011
11000,37.5000,2223.8594,13.7980,11.0011
11100,51.7241,2223.9336,13.8284,11.1011
11200,29.1667,2223.6797,13.7734,11.2011
11300,44.4444,2224.0156,13.7025,11.3011
11400,29.1667,2224.0625,13.6174,11.4011
11500,45.8333,2224.2461,13.5909,11.5011
11600,46.6667,2224.0781,13.5140,11.6011
11700,47.8261,2224.3828,13.4897,11.7011
11800,52.3810,2223.6758,13.4422,11.8011
11900,35.4839,2223.6445,13.4084,11.9011
12000,50.0000,2223.8359,13.4163,12.0011
12100,57.1429,2223.8711,13.3890,12.1011
12200,39.1304,2223.5039,13.3910,12.2011
12300,36.0000,2223.8867,13.3443,12.3011
12400,36.0000,2223.8398,13.3616,12.4011
12500,33.3333,2223.6094,13.3313,12.5011
12600,29.0323,2223.6602,13.3069,12.6011
12700,45.0000,2223.5352,13.2425,12.7011
12800,41.1765,2223.8164,13.2001,12.8011
12900,42.8571,2223.5117,13.2322,12.9011
13000,41.6667,2223.8359,13.2490,13.0011
13100,47.0588,2223.8555,13.2158,13.1011
13200,29.6296,2223.5664,13.2379,13.2011
13300,33.3333,2223.6328,13.2079,13.3011
13400,40.7407,2223.5430,13.2331,13.4011
13500,48.0000,2223.9492,13.2469,13.5011
13600,36.3636,2224.0312,13.2255,13.6011
13700,40.0000,2223.8359,13.2491,13.7011
13800,45.0000,2223.3242,13.2598,13.8011
13900,57.8947,2223.7305,13.2983,13.9011
14000,40.9091,2223.9336,13.3405,14.0011
14100,47.8261,2224.3672,13.3358,14.1011
14200,40.0000,2224.1172,13.3743,14.2011
14300,34.7826,2224.1641,13.3677,14.3011
14400,40.9091,2223.9258,13.4036,14.4011
14500,37.0370,2224.0391,13.3585,14.5011
14600,48.0000,2223.6680,13.3919,14.6011
14700,47.3684,2223.8008,13.4116,14.7011
14800,35.0000,2223.7461,13.3766,14.8011
14900,42.8571,2223.4141,13.3699,14.9011
15000,37.5000,2223.7539,13.3350,15.0011
15100,39.1304,2223.8359,13.3091,15.1011
15200,40.0000,2223.7266,13.2789,15.2011
15300,29.6296,2223.5312,13.2473,15.3011
15400,40.9091,2223.8633,13.2132,15.4011
15500,28.1250,2223.7266,13.1839,15.5011
15600,28.0000,2224.3320,13.1246,15.6011
15700,43.7500,2223.7422,13.1141,15.7011
15800,53.3333,2223.8203,13.0883,15.8011
15900,39.1304,2223.7344,13.0681,15.9011
16000,38.0952,2223.7109,13.0687,16.0011
16100,35.0000,2223.5781,13.0348,16.1011
16200,43.4783,2223.6211,13.0042,16.2011
16300,43.7500,2223.7734,12.9619,16.3011
16400,50.0000,2223.5352,12.9323,16.4011
16500,40.0000,2223.6875,12.9000,16.5011
16600,47.8261,2224.1328,12.8772,16.6011
16700,47.3684,2223.4922,12.8894,16.7011
16800,40.9091,2223.6680,12.8679,16.8011
16900,37.0370,2224.0664,12.8464,16.9011
17000,37.5000,2223.5820,12.8546,17.0011
17100,39.1304,2223.6953,12.8663,17.1011
17200,43.4783,2223.7578,12.8737,17.2011
17300,47.6190,2222.9766,12.8664,17.3011
17400,50.0000,2223.1289,12.8444,17.4011
17500,27.7778,2223.1055,12.8006,17.5011
17600,56.2500,2223.5352,12.7831,17.6011
17700,42.3077,2223.2617,12.7881,17.7011
17800,40.9091,2223.4336,12.8177,17.8011
17900,37.9310,2222.9375,12.8525,17.9011
18000,40.0000,2222.9688,12.8950,18.0011
18100,47.6190,2223.1953,12.9086,18.1011
18200,45.8333,2223.0586,12.9590,18.2011
18300,36.0000,2222.9570,12.9881,18.3011
18400,40.9091,2223.4531,12.9829,18.4011
18500,47.8261,2223.2305,13.0145,18.5011
18600,44.0000,2222.9258,13.0126,18.6011
18700,52.0000,2223.2891,13.0142,18.7011
18800,47.3684,2222.9375,13.0192,18.8011
18900,39.1304,2223.1641,13.0431,18.9011
19000,50.0000,2222.8086,13.0445,19.0011
19100,39.1304,2223.1406,13.0569,19.1011
19200,42.1053,2223.0938,13.0665,19.2011
19300,45.4545,2223.0469,13.0824,19.3011
19400,39.2857,2223.3867,13.0914,19.4011
19500,38.8889,2223.3984,13.0647,19.5011
19600,39.1304,2223.2461,13.1047,19.6011
19700,45.4545,2223.0859,13.1470,19.7011
19800,37.5000,2222.8789,13.1538,19.8011
19900,41.6667,2223.0586,13.1234,19.9011
20000,76.4706,2223.3398,13.1028,20.0011
20100,38.0952,2222.8047,13.1079,20.1011
20200,36.3636,2223.0195,13.0936,20.2011
20300,47.6190,2220.7461,13.1163,20.3011
20400,36.3636,2221.0977,13.1093,20.4011
20500,57.6923,2221.3945,13.1258,20.5011
20600,60.0000,2221.2617,13.1193,20.6011
20700,31.8182,2220.7891,13.1225,20.7011
20800,48.1481,2220.9258,13.1634,20.8011
20900,58.8235,2220.6875,13.1777,20.9011
21000,48.0000,2220.7188,13.2175,21.0011
21100,33.3333,2220.9844,13.2195,21.1011
21200,62.5000,2221.0156,13.1943,21.2011
21300,57.1429,2220.8672,13.2175,21.3011
21400,50.0000,2220.8086,13.2213,21.4011
21500,28.5714,2221.0156,13.2286,21.5011
21600,41.9355,2220.6094,13.2822,21.6011
21700,44.0000,2220.9414,13.3055,21.7011
21800,94.4444,2221.8242,13.2988,21.8011
21900,56.6667,2221.2305,13.3485,21.9011
22000,36.0000,2220.8398,13.3718,22.0011
22100,39.2857,2220.8906,13.3537,22.1011
22201,36.3636,2220.9531,13.3363,22.2015
22300,48.3871,2221.0586,13.3656,22.3011
22400,45.0000,2220.7969,13.3583,22.4011
22500,41.6667,2220.8828,13.3502,22.5011
22600,42.3077,2220.7109,13.3488,22.6011
22700,31.5789,2220.7852,13.3279,22.7011
22800,40.0000,2220.9883,13.3314,22.8011
22900,40.9091,2220.9766,13.3230,22.9011
23000,47.0588,2220.7891,13.3082,23.0011
23100,38.4615,2221.1367,13.3183,23.1011
23200,34.7826,2220.9102,13.3080,23.2011
23300,56.2500,2220.9609,13.3032,23.3011
23400,36.8421,2220.9688,13.3000,23.4011
23500,37.5000,2220.8594,13.3008,23.5011
23600,52.9412,2221.1211,13.2759,23.6011
23700,35.7143,2221.1641,13.3031,23.7011
23800,41.6667,2220.9805,13.3325,23.8011
23900,38.0952,2221.4180,13.3328,23.9011
24000,34.6154,2220.7344,13.3170,24.0011
24100,39.2857,2220.8359,13.3443,24.1011
24200,52.1739,2220.7227,13.3444,24.2011
24300,33.3333,2220.7109,13.3717,24.3011
24400,37.0370,2220.9180,13.3763,24.4011
24500,45.4545,2220.4648,13.3823,24.5011
24600,29.0323,2220.6367,13.3825,24.6011
24700,42.8571,2220.5195,13.4063,24.7011
24800,34.6154,2220.9688,13.4027,24.8011
24900,30.4348,2221.5117,13.4035,24.9011
25000,38.4615,2221.3242,13.4004,25.0011
25100,36.0000,2221.0117,13.4175,25.1011
25200,42.3077,2221.1211,13.4338,25.2011
25300,43.4783,2221.1797,13.4666,25.3011
25400,37.5000,2221.1133,13.4765,25.4011
25500,42.8571,2221.0195,13.4846,25.5011
25600,40.9091,2221.2344,13.5051,25.6011
25700,42.3077,2221.2031,13.5122,25.7011
25800,32.1429,2221.2656,13.5071,25.8011
25900,37.0370,2221.3086,13.5111,25.9011
26000,50.0000,2220.8203,13.4921,26.0011
26100,40.9091,2221.3320,13.5035,26.1011
26200,39.1304,2220.7852,13.5110,26.2011
26300,45.8333,2220.7812,13.5329,26.3011
26400,42.1053,2220.9648,13.5253,26.4011
26500,37.5000,2221.0508,13.5270,26.5011
26600,41.1765,2221.0508,13.5014,26.6011
26700,40.9091,2221.0586,13.4944,26.7011
26800,38.0952,2220.8242,13.5037,26.8011
26900,34.4828,2220.8359,13.4993,26.9011
