Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
103,3.3844,2261.7852,5.1635,0.1040
203,44.0000,2260.1680,19.7272,0.2040
303,42.4242,2260.1562,23.2928,0.3040
403,40.0000,2259.9531,24.9360,0.4040
503,36.6667,2259.7930,24.9727,0.5040
603,44.4444,2259.9648,25.0478,0.6040
703,53.5714,2260.0000,25.0763,0.7040
803,39.2857,2259.7227,26.4636,0.8040
903,42.3077,2259.7461,27.0917,0.9040
1003,48.2759,2260.0469,27.6059,1.0040
1103,40.0000,2259.7539,27.8386,1.1040
1203,34.6154,2259.7109,27.7300,1.2040
1303,52.0000,2247.3672,27.3068,1.3040
1403,42.8571,2247.5039,27.1396,1.4040
1504,43.4783,2247.3281,26.5756,1.5044
1603,33.3333,2247.2031,25.3709,1.6040
1703,25.8065,2247.2422,24.4973,1.7040
1803,38.8889,2247.5430,23.7198,1.8040
1903,88.4615,2247.4883,23.0631,1.9040
2003,52.1739,2247.4375,22.5526,2.0040
2103,39.1304,2247.1875,22.0745,2.1040
2203,48.0000,2247.5195,21.8655,2.2040
2303,42.8571,2247.3711,21.5285,2.3040
2403,47.6190,2247.3320,21.1782,2.4040
2503,50.0000,2247.6367,20.6192,2.5040
2603,40.0000,2247.8164,20.1103,2.6040
2703,27.5862,2247.6562,19.8980,2.7040
2803,34.6154,2247.6758,19.8418,2.8040
2903,52.1739,2247.4023,19.7734,2.9040
3003,40.9091,2247.4766,19.6064,3.0040
3103,36.6667,2247.6602,19.3255,3.1040
3203,40.0000,2247.4766,19.1114,3.2040
3303,32.1429,2247.3789,18.9085,3.3040
3403,25.9259,2247.2188,18.5853,3.4040
3503,39.1304,2247.1484,18.4306,3.5040
3603,41.6667,2247.2539,18.2580,3.6040
3703,46.1538,2247.7500,18.1897,3.7040
3803,33.3333,2247.5117,18.1512,3.8040
3903,39.1304,2247.7500,17.9644,3.9040
4003,39.1304,2247.5820,17.8744,4.0040
4103,39.2857,2247.6602,17.7759,4.1040
4203,40.0000,2247.5273,17.6915,4.2040
4303,50.0000,2247.4805,17.4706,4.3040
4403,50.0000,2247.5859,17.3233,4.4040
4503,40.9091,2247.1953,17.2809,4.5040
4603,32.1429,2247.4531,17.1382,4.6040
4703,27.2727,2247.5703,16.9184,4.7040
4803,41.6667,2247.5195,16.9029,4.8040
4903,50.0000,2247.7773,16.7760,4.9040
5003,36.3636,2247.9336,16.7496,5.0040
5103,40.0000,2248.3594,16.6638,5.1040
5203,41.6667,2247.8555,16.6324,5.2040
5303,50.0000,2247.6328,16.5431,5.3040
5403,40.9091,2247.3711,16.5375,5.4040
5503,35.4839,2247.6016,16.3900,5.5040
5603,42.8571,2247.7148,16.2429,5.6040
5703,37.5000,2247.8320,16.0711,5.7040
5803,36.6667,2247.6445,15.9282,5.8040
5903,41.1765,2247.4688,15.8181,5.9040
6003,40.0000,2247.3633,15.7040,6.0040
6103,42.8571,2247.5469,15.5781,6.1040
6203,35.0000,2247.6406,15.4442,6.2040
6303,43.4783,2247.5703,15.4446,6.3040
6403,42.1053,2247.6328,15.3900,6.4040
6503,40.9091,2247.7266,15.3364,6.5040
6603,45.0000,2247.4414,15.3013,6.6040
6703,34.2857,2247.6211,15.2924,6.7040
6803,50.0000,2247.4258,15.2517,6.8040
6903,36.0000,2247.6523,15.2196,6.9040
7003,45.0000,2247.3516,15.1774,7.0040
7103,32.0000,2247.4336,15.1841,7.1040
7203,42.8571,2247.4883,15.1289,7.2040
7303,40.7407,2247.6211,15.1246,7.3040
7403,40.9091,2247.3125,15.1185,7.4040
7503,33.3333,2247.6484,15.0480,7.5040
7603,36.0000,2247.5781,15.0463,7.6040
7703,38.0952,2247.5273,15.0252,7.7040
7803,34.6154,2247.7734,14.9566,7.8040
7903,57.1429,2247.6406,14.8636,7.9040
8003,43.4783,2248.1211,14.8365,8.0040
8103,54.5455,2248.3008,14.7918,8.1040
8203,40.0000,2247.7109,14.7851,8.2040
8303,38.4615,2247.6211,14.9048,8.3040
8403,36.6667,2247.4570,14.8932,8.4040
8503,45.0000,2247.2969,14.8945,8.5040
8603,42.8571,2247.1758,14.9659,8.6040
8703,47.6190,2247.2930,14.9780,8.7040
8803,50.0000,2247.2734,14.9626,8.8040
8903,50.0000,2247.4414,14.9764,8.9040
9003,52.1739,2248.0742,14.9792,9.0040
9104,54.5455,2247.4219,14.9846,9.1045
9203,40.0000,2247.5312,14.8951,9.2040
9303,27.5862,2247.5977,14.8409,9.3040
9403,29.6296,2247.8281,14.8293,9.4040
9503,50.0000,2247.5391,14.8396,9.5040
9603,42.8571,2247.4102,14.7876,9.6040
9703,40.9091,2247.6875,14.7607,9.7040
9803,55.5556,2247.6055,14.7046,9.8040
9903,41.1765,2247.3398,14.6659,9.9040
10003,61.1111,2247.7773,14.6227,10.0040
10103,52.6316,2247.6641,14.5981,10.1040
10203,33.3333,2247.6758,14.6006,10.2040
10303,48.0000,2247.9336,14.6553,10.3040
10403,42.3077,2247.8828,14.6357,10.4040
10503,26.9231,2247.5273,14.5793,10.5040
10603,45.0000,2247.5117,14.5466,10.6040
10703,43.4783,2247.4102,14.5277,10.7040
10803,37.0370,2247.2422,14.5611,10.8040
10903,39.1304,2247.5195,14.5984,10.9040
11003,45.0000,2247.5078,14.5473,11.0040
11103,39.2857,2247.5117,14.5900,11.1040
11203,30.4348,2247.5742,14.5576,11.2040
11303,40.6250,2247.3711,14.6067,11.3040
11403,52.1739,2247.4922,14.6942,11.4040
11503,38.0952,2247.5430,14.6979,11.5040
11603,52.1739,2247.4258,14.7232,11.6040
11703,45.8333,2247.0352,14.7213,11.7040
11803,25.0000,2246.8672,14.6719,11.8040
11903,40.0000,2246.9727,14.7160,11.9040
12003,23.5294,2247.1289,14.6661,12.0040
12103,35.7143,2247.1875,14.6610,12.1040
12203,50.0000,2247.0742,14.6797,12.2040
12303,45.0000,2247.2148,14.7043,12.3040
12403,40.7407,2247.6641,14.7548,12.4040
12503,47.3684,2247.3672,14.7297,12.5040
12603,45.0000,2247.2930,14.7216,12.6040
12703,50.0000,2247.3789,14.7627,12.7040
12803,42.8571,2247.3945,14.7128,12.8040
12903,48.0000,2247.3594,14.7557,12.9040
13003,36.6667,2247.1133,14.7889,13.0040
13103,40.7407,2247.7148,14.7988,13.1040
13203,66.6667,2247.3477,14.7748,13.2040
13303,46.6667,2247.3398,14.7538,13.3040
