Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
100,3.7359,2259.7617,7.0970,0.1009
200,57.6923,2257.7344,11.7592,0.2009
300,62.0690,2257.8984,23.6746,0.3009
400,56.0000,2251.7461,25.5186,0.4009
500,48.0000,2251.1914,29.0261,0.5009
600,42.8571,2251.1094,30.2590,0.6009
700,44.0000,2251.2227,30.4934,0.7009
800,50.0000,2251.0938,29.6809,0.8009
900,40.7407,2251.1680,29.6379,0.9009
1000,40.0000,2251.3438,29.1648,1.0009
1100,46.6667,2251.3203,28.2712,1.1009
1200,29.6296,2251.0586,27.1068,1.2009
1300,31.4286,2251.6914,26.5039,1.3009
1400,54.1667,2251.4492,25.7779,1.4009
1500,52.3810,2251.3750,24.8058,1.5009
1600,38.4615,2251.1758,24.4843,1.6009
1700,48.1481,2251.2461,24.2625,1.7009
1800,34.7826,2251.0859,23.5584,1.8009
1900,50.0000,2251.1992,23.2340,1.9009
2000,42.3077,2251.5977,22.7856,2.0009
2100,32.0000,2251.2812,22.3785,2.1009
2200,38.0952,2251.3203,21.9143,2.2009
2300,43.4783,2251.1172,21.9343,2.3009
2400,39.1304,2251.1133,21.7688,2.4009
2500,42.8571,2251.3672,21.4904,2.5009
2600,52.3810,2251.6211,21.1109,2.6009
2700,44.8276,2251.4805,21.0467,2.7009
2800,44.4444,2251.6484,21.1299,2.8009
2900,41.6667,2251.2031,21.0709,2.9009
3000,46.1538,2251.4414,21.1071,3.0009
3100,50.0000,2251.5117,20.9454,3.1009
3200,45.0000,2251.7266,20.6001,3.2009
3300,39.1304,2252.0117,20.3325,3.3009
3400,50.0000,2251.5547,20.2904,3.4009
3500,47.8261,2251.2812,20.4409,3.5009
3600,32.2581,2251.5586,20.2361,3.6009
3700,31.5789,2251.3281,20.0169,3.7009
3800,43.3333,2251.4727,19.8817,3.8009
3900,34.7826,2251.2852,19.7700,3.9009
4000,44.0000,2251.2617,19.8011,4.0009
4100,34.6154,2251.4570,19.5753,4.1009
4200,35.2941,2251.5508,19.3230,4.2009
4300,32.0000,2251.0195,19.1649,4.3009
4400,60.0000,2251.5391,19.0065,4.4009
4500,34.7826,2251.2031,18.6678,4.5009
4600,29.1667,2251.0352,18.4773,4.6009
4700,30.7692,2251.1680,18.2542,4.7009
4800,38.0952,2251.2227,18.0775,4.8009
4900,35.7143,2250.9648,17.9188,4.9009
5000,35.4839,2251.6992,17.7784,5.0009
5101,31.2500,2251.6680,17.6781,5.1013
5200,36.3636,2251.7930,17.5155,5.2009
5300,37.5000,2251.4766,17.5356,5.3009
5400,36.0000,2251.5664,17.4900,5.4009
5500,30.7692,2251.4102,17.3267,5.5009
5600,41.6667,2251.1211,17.2369,5.6009
5700,43.4783,2251.3633,17.1542,5.7009
5800,47.6190,2251.4570,17.1460,5.8009
5900,42.1053,2251.3398,17.0090,5.9009
6000,28.5714,2251.7305,16.8822,6.0009
6100,18.7500,2251.4141,16.6840,6.1009
6200,47.8261,2251.3047,16.7683,6.2009
6300,43.7500,2251.2617,16.5865,6.3009
6400,33.3333,2251.4102,16.4838,6.4009
6500,38.4615,2251.3906,16.4459,6.5009
6600,29.1667,2251.5703,16.4087,6.6009
6700,32.1429,2251.4961,16.3326,6.7009
6800,43.4783,2251.1055,16.2948,6.8009
6900,52.3810,2251.5430,16.2908,6.9009
7000,42.8571,2251.2227,16.4871,7.0009
7100,37.5000,2251.1875,16.5161,7.1009
7200,43.4783,2251.2578,16.6536,7.2009
7300,44.0000,2251.4648,16.6768,7.3009
7400,44.4444,2251.8164,16.6394,7.4009
7500,40.0000,2251.7422,16.6027,7.5009
7600,47.3684,2251.5156,16.5875,7.6009
7700,43.4783,2251.3945,16.6002,7.7009
7800,34.4828,2251.3906,16.6036,7.8009
7900,21.2121,2251.5781,16.4407,7.9009
8000,28.5714,2251.0078,16.4195,8.0009
8100,61.5385,2251.2852,16.2939,8.1009
8200,47.3684,2251.1523,16.1893,8.2009
8300,42.8571,2251.0156,16.2248,8.3009
8400,41.1765,2251.1055,16.1315,8.4009
8500,40.9091,2251.4883,16.0800,8.5009
8600,41.6667,2251.4570,16.0172,8.6009
8700,50.0000,2251.0469,16.0055,8.7009
8800,36.0000,2251.3398,15.9628,8.8009
8900,34.7826,2251.0078,15.9433,8.9009
9000,34.7826,2251.4453,15.8752,9.0009
9100,31.8182,2251.2266,15.7849,9.1009
9200,38.4615,2251.5664,15.7449,9.2009
9300,50.0000,2251.4141,15.6976,9.3009
9400,30.7692,2251.0742,15.6390,9.4009
9500,29.0323,2251.7344,15.5634,9.5009
9600,30.7692,2251.3672,15.5023,9.6009
9700,19.3548,2251.0859,15.4071,9.7009
9800,45.0000,2251.3945,15.4178,9.8009
9900,52.6316,2251.6680,15.3638,9.9009
10000,45.0000,2251.3984,15.3457,10.0009
10100,44.0000,2251.2695,15.3860,10.1009
10200,39.1304,2251.1016,15.4107,10.2009
10300,47.6190,2251.5352,15.3994,10.3009
10400,62.5000,2251.3398,15.4111,10.4009
10500,40.0000,2250.9922,15.3695,10.5009
10600,43.4783,2250.8945,15.3649,10.6009
10700,44.0000,2251.1133,15.4335,10.7009
10800,42.8571,2251.1016,15.4603,10.8009
10900,33.3333,2250.8750,15.4307,10.9009
11000,64.2857,2251.5273,15.3670,11.0009
11100,37.0370,2251.1797,15.3594,11.1009
11200,36.3636,2251.7422,15.4063,11.2009
11300,34.6154,2251.2734,15.4495,11.3009
11400,45.4545,2251.4570,15.4159,11.4009
11500,37.5000,2251.3633,15.3967,11.5009
11600,24.0000,2251.3633,15.3204,11.6009
11700,41.6667,2251.3359,15.2943,11.7009
11800,44.4444,2251.3477,15.2871,11.8009
11900,25.6410,2251.2812,15.2618,11.9009
12000,37.5000,2251.1680,15.2418,12.0009
12100,30.4348,2251.4297,15.2133,12.1009
12200,45.0000,2251.3320,15.2244,12.2009
12300,37.5000,2251.4727,15.2241,12.3009
12400,36.6667,2251.0938,15.1453,12.4009
12500,35.2941,2251.4062,15.0707,12.5009
12600,38.4615,2251.6094,15.0221,12.6009
12700,29.0323,2251.8125,14.9742,12.7009
12800,45.4545,2251.3555,14.9541,12.8009
12900,44.0000,2251.5039,14.9537,12.9009
13000,36.0000,2251.2266,14.9130,13.0009
13100,36.0000,2251.3164,14.8907,13.1009
13200,26.4706,2251.4297,14.8422,13.2009
13303,40.0000,2251.3867,14.8244,13.3034
13400,47.6190,2251.2852,14.8314,13.4009
13500,38.4615,2251.2461,14.8497,13.5009
13600,36.3636,2251.1289,14.8316,13.6009
13700,38.4615,2251.0664,14.8372,13.7009
13800,36.0000,2251.0312,14.8413,13.8009
13900,27.5862,2251.2734,14.8317,13.9009
14000,33.3333,2251.3594,14.7943,14.0009
14100,33.3333,2250.8555,14.7408,14.1009
14200,30.4348,2251.5078,14.6976,14.2009
14300,44.0000,2251.0469,14.7271,14.3009
14400,42.8571,2251.3203,14.7261,14.4009
14500,37.5000,2251.2500,14.7199,14.5009
14600,37.5000,2251.0938,14.7332,14.6009
14700,50.0000,2251.9570,14.7605,14.7009
14800,45.0000,2251.8203,14.7546,14.8009
14900,50.0000,2251.7773,14.7480,14.9009
15000,32.1429,2251.7305,14.7906,15.0009
15100,29.6296,2251.9648,14.7804,15.1009
15200,47.6190,2251.8906,14.7825,15.2009
15300,47.8261,2251.7422,14.7813,15.3009
15400,43.7500,2251.8828,14.7770,15.4009
15500,41.3793,2251.4336,14.8270,15.5009
15600,42.8571,2251.3672,14.8234,15.6009
15700,40.0000,2251.2031,14.8422,15.7009
15800,47.3684,2251.6641,14.8104,15.8009
15900,36.0000,2251.3516,14.7887,15.9009
16000,39.1304,2251.1094,14.8040,16.0009
16100,37.0370,2251.1914,14.8228,16.1009
16200,42.3077,2251.2344,14.8352,16.2009
16300,36.3636,2250.8984,14.8235,16.3009
16400,46.6667,2251.0820,14.7704,16.4009
16500,52.3810,2251.6562,14.7404,16.5009
16600,47.6190,2251.2031,14.7268,16.6009
16700,42.8571,2251.4727,14.7260,16.7009
16800,42.8571,2251.3438,14.7033,16.8009
16900,50.0000,2251.4961,14.7358,16.9009
17000,36.0000,2251.2461,14.7051,17.0009
17100,30.0000,2251.6172,14.6572,17.1009
17200,44.4444,2251.0898,14.6117,17.2009
17300,29.6296,2251.4648,14.5864,17.3009
17400,35.0000,2251.5508,14.5723,17.4009
