Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
101,3.7406,2258.0898,9.3126,0.1019
201,31.2500,2257.0078,12.3148,0.2019
301,30.0000,2257.1602,14.5641,0.3019
401,32.2581,2256.4492,15.6628,0.4019
501,37.5000,2256.6328,16.5779,0.5019
601,32.2581,2256.7969,17.5142,0.6019
701,44.0000,2256.5273,18.7731,0.7019
801,37.9310,2256.2422,18.9331,0.8019
901,36.0000,2256.4062,18.7519,0.9019
1001,38.4615,2256.1367,18.0576,1.0019
1101,35.4839,2256.2656,17.7631,1.1019
1201,47.8261,2256.3516,18.6692,1.2019
1301,70.0000,2256.2695,18.3951,1.3019
1401,43.4783,2256.2188,18.2079,1.4019
1501,41.6667,2257.4492,17.8940,1.5019
1601,33.3333,2257.0625,17.7171,1.6019
1701,45.4545,2256.8086,17.5580,1.7019
1801,45.4545,2256.8594,17.1333,1.8019
1901,85.0000,2257.1367,17.0617,1.9019
2001,51.8519,2256.7969,16.9268,2.0019
2101,45.8333,2257.0039,16.7612,2.1019
2201,39.1304,2257.2734,16.5590,2.2019
2301,31.0345,2256.3398,16.2581,2.3019
2401,21.4286,2256.4648,15.8356,2.4019
2501,60.0000,2256.3906,15.5818,2.5019
2601,47.3684,2256.0430,15.4566,2.6019
2701,34.7826,2256.1641,15.3792,2.7019
2801,16.6667,2255.9766,14.9707,2.8019
2901,30.7692,2256.2852,14.6554,2.9019
3001,39.2857,2256.3359,14.5085,3.0019
3101,35.4839,2256.1758,14.4917,3.1019
3201,33.3333,2256.2930,14.5241,3.2019
3301,56.2500,2256.3477,14.4010,3.3019
3401,30.4348,2256.1758,14.2567,3.4019
3501,37.5000,2256.4844,14.1269,3.5019
3601,42.3077,2256.4180,14.2110,3.6019
3701,45.0000,2249.9414,14.1881,3.7019
3801,40.9091,2249.7383,14.3196,3.8019
3901,42.3077,2249.8789,14.4150,3.9019
4001,40.0000,2250.2070,14.3124,4.0019
4101,41.1765,2250.8867,14.3139,4.1019
4201,29.4118,2250.3945,14.2032,4.2019
4301,35.2941,2250.1406,14.0250,4.3019
4401,44.0000,2250.3242,14.2104,4.4019
4501,42.3077,2250.4062,14.2365,4.5019
4601,38.4615,2250.0781,14.1977,4.6019
4701,42.3077,2250.1406,14.1966,4.7019
4801,38.4615,2250.0703,14.2354,4.8019
4901,39.1304,2250.2109,14.1138,4.9019
5001,37.5000,2250.1211,14.1182,5.0019
5101,35.7143,2251.1836,14.0663,5.1019
5201,25.8065,2249.9883,13.9849,5.2019
5301,44.4444,2249.8828,14.0796,5.3019
5401,44.0000,2250.0039,14.2024,5.4019
5501,52.6316,2249.9844,14.1622,5.5019
5601,40.0000,2249.9883,14.1107,5.6019
5701,44.0000,2249.8047,14.1717,5.7019
5801,45.0000,2249.9102,14.2258,5.8019
5901,37.0370,2250.1094,14.2508,5.9019
6001,37.5000,2250.0352,14.2643,6.0019
6101,42.8571,2250.0508,14.2787,6.1019
6201,66.6667,2250.1836,14.1222,6.2019
6301,42.8571,2250.4492,14.1344,6.3019
6401,40.7407,2250.2812,14.1982,6.4019
6501,26.9231,2250.2109,14.1440,6.5019
6601,32.1429,2250.3281,14.1433,6.6019
6701,42.8571,2249.9297,14.1787,6.7019
6801,33.3333,2250.0234,14.1030,6.8019
6901,30.4348,2250.1641,14.0060,6.9019
7001,36.0000,2250.0664,13.9828,7.0019
7101,42.3077,2250.0547,13.9531,7.1019
7201,41.6667,2250.2578,13.9037,7.2019
7301,43.4783,2250.0703,13.8406,7.3019
7401,41.6667,2250.0391,13.8100,7.4019
