Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
106,2.88,2241.74,8.33,0.1174
206,59.26,2235.03,26.63,0.2174
306,46.67,2235.04,31.12,0.3174
406,46.15,2235.20,33.06,0.4174
506,42.31,2234.90,33.40,0.5174
606,42.86,2235.18,32.61,0.6174
706,41.67,2235.13,31.86,0.7174
806,42.86,2234.58,32.57,0.8174
906,46.67,2234.77,33.60,0.9174
1006,38.46,2235.02,33.78,1.0174
1106,35.48,2234.64,32.56,1.1174
1206,42.31,2234.71,32.50,1.2174
1306,45.45,2234.55,31.71,1.3174
1406,35.00,2234.67,30.84,1.4174
1506,36.00,2234.48,29.66,1.5174
1606,40.91,2234.84,28.91,1.6174
1706,37.04,2234.83,28.14,1.7174
1806,37.50,2234.86,27.16,1.8174
1906,32.00,2234.64,26.53,1.9174
2006,33.33,2234.55,26.01,2.0174
2106,50.00,2234.80,25.34,2.1174
2211,39.13,2234.80,24.84,2.2222
2306,45.00,2234.75,24.58,2.3174
2406,43.33,2234.88,24.48,2.4174
2506,38.89,2234.89,23.97,2.5174
2606,42.86,2235.10,23.73,2.6174
2706,37.50,2234.68,23.52,2.7174
2806,47.06,2235.08,23.04,2.8174
2906,44.00,2235.01,22.86,2.9174
3006,41.67,2235.14,22.65,3.0174
3106,44.44,2235.00,22.45,3.1174
3206,28.57,2234.84,21.90,3.2174
3306,52.63,2234.96,21.65,3.3174
3406,42.11,2234.75,21.27,3.4174
3506,38.10,2234.99,21.11,3.5174
3606,37.50,2235.41,20.85,3.6174
3706,44.44,2235.18,20.64,3.7174
3806,47.83,2234.96,20.50,3.8174
3906,42.11,2234.80,20.32,3.9174
4006,47.62,2235.02,20.24,4.0174
4106,38.46,2234.81,20.16,4.1174
4207,36.00,2234.72,19.96,4.2178
4306,37.04,2234.90,19.90,4.3174
4406,45.83,2234.80,19.89,4.4174
4506,57.14,2234.58,19.74,4.5174
4606,37.50,2234.94,19.71,4.6174
4706,37.50,2234.89,19.59,4.7174
4806,39.13,2234.65,19.56,4.8174
4906,41.67,2235.25,19.44,4.9174
5006,43.48,2234.61,19.46,5.0174
5106,40.00,2234.73,19.36,5.1174
5206,25.00,2234.82,19.13,5.2174
5306,43.48,2234.66,19.05,5.3174
5406,37.93,2234.63,19.01,5.4174
5506,38.46,2235.01,19.07,5.5174
5606,35.00,2234.89,18.95,5.6174
5706,40.00,2234.55,18.78,5.7174
5806,25.00,2234.63,18.58,5.8174
5906,35.00,2234.75,18.49,5.9174
6006,52.38,2234.65,18.39,6.0174
6106,33.33,2234.68,18.40,6.1174
6206,32.26,2234.96,18.28,6.2174
6306,36.00,2234.74,18.16,6.3174
6406,38.89,2234.88,18.10,6.4174
6506,39.13,2234.55,18.01,6.5174
6606,37.50,2234.82,18.02,6.6174
6706,30.43,2234.82,17.86,6.7174
6806,38.10,2235.11,17.72,6.8174
6906,40.00,2235.08,17.65,6.9174
7006,33.33,2234.92,17.55,7.0174
7106,44.44,2234.59,17.53,7.1174
7206,28.00,2234.65,17.36,7.2174
7306,37.04,2234.74,17.25,7.3174
7406,33.33,2234.98,17.16,7.4174
7506,34.62,2235.10,17.07,7.5174
7606,38.46,2234.71,17.05,7.6174
7706,38.46,2235.17,17.02,7.7174
7806,53.33,2235.35,16.90,7.8174
