Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
101,3.46,2266.84,9.27,0.1014
201,41.67,2265.21,20.95,0.2014
301,48.15,2264.88,25.35,0.3014
401,40.00,2264.04,27.38,0.4014
501,38.71,2264.41,25.47,0.5014
601,65.00,2257.90,25.60,0.6014
701,41.67,2257.97,24.49,0.7014
801,42.86,2257.96,23.23,0.8014
901,35.71,2257.97,22.84,0.9014
1001,27.59,2257.94,21.53,1.0014
1101,29.17,2258.06,20.58,1.1014
1201,50.00,2258.41,20.33,1.2014
1301,48.28,2258.27,19.52,1.3014
1401,28.13,2257.73,18.80,1.4014
1501,36.36,2258.23,18.02,1.5014
1601,41.38,2258.62,17.81,1.6014
1701,43.48,2257.91,17.63,1.7014
1801,48.00,2258.24,17.76,1.8014
1901,78.95,2258.64,17.57,1.9014
2001,42.86,2258.60,17.48,2.0014
2101,34.62,2258.68,17.13,2.1014
2201,27.59,2257.93,16.76,2.2014
2301,37.50,2257.95,16.49,2.3014
2401,33.33,2257.88,16.52,2.4014
2501,47.06,2258.25,16.07,2.5014
2601,46.15,2257.80,16.28,2.6014
2701,37.93,2257.97,16.32,2.7014
2801,27.59,2257.94,15.95,2.8014
2901,44.44,2258.43,15.81,2.9014
3001,42.86,2257.79,16.04,3.0014
3101,47.37,2258.03,15.95,3.1014
3201,36.84,2257.85,15.92,3.2014
3301,37.50,2258.01,15.96,3.3014
3401,33.33,2258.05,15.80,3.4014
3501,29.03,2257.96,15.58,3.5014
3601,21.21,2257.96,15.30,3.6014
3701,55.00,2258.01,15.33,3.7014
3801,36.00,2257.95,15.37,3.8014
3901,30.43,2258.08,15.19,3.9014
4001,30.00,2258.23,14.96,4.0014
4101,17.39,2258.27,14.75,4.1014
4201,36.36,2258.18,14.63,4.2014
4301,31.82,2258.14,14.48,4.3014
4401,40.91,2257.85,14.46,4.4014
4501,41.67,2258.12,14.52,4.5014
4601,42.31,2258.03,14.52,4.6014
4701,40.00,2258.34,14.43,4.7014
4801,50.00,2258.08,14.34,4.8014
4901,50.00,2257.06,14.33,4.9014
5001,33.33,2257.09,14.31,5.0014
5101,34.62,2256.75,14.34,5.1014
5201,35.71,2257.13,14.31,5.2014
5301,50.00,2256.58,14.31,5.3014
5401,24.24,2257.21,14.17,5.4014
5501,31.03,2256.64,14.06,5.5014
5601,30.00,2257.08,14.00,5.6014
5701,39.13,2256.85,14.04,5.7014
5801,29.17,2257.30,13.95,5.8014
5901,30.00,2257.49,13.91,5.9014
6001,25.93,2257.23,13.80,6.0014
6101,43.75,2257.16,13.69,6.1014
6201,40.74,2257.13,13.70,6.2014
6301,28.13,2257.07,13.67,6.3019
6401,29.63,2257.12,13.65,6.4014
6501,46.15,2256.89,13.68,6.5014
6601,41.67,2257.02,13.69,6.6014
6701,48.00,2256.79,13.79,6.7014
6801,40.00,2257.07,13.82,6.8014
6901,41.67,2256.86,13.75,6.9014
7001,45.45,2257.08,13.75,7.0014
7101,38.10,2256.87,13.73,7.1014
7201,39.13,2256.83,13.82,7.2014
7301,47.83,2256.57,13.83,7.3014
7401,38.10,2256.72,13.82,7.4014
7501,45.83,2257.12,13.86,7.5014
7601,50.00,2257.04,13.92,7.6014
7701,25.00,2257.04,13.87,7.7014
7801,34.62,2257.02,13.84,7.8014
7901,33.33,2257.04,13.75,7.9014
8001,46.15,2257.07,13.68,8.0014
8101,36.36,2256.66,13.67,8.1014
8201,38.10,2257.27,13.60,8.2014
8301,44.00,2256.98,13.59,8.3014
8401,36.00,2257.19,13.53,8.4014
8501,32.26,2257.08,13.48,8.5014
8601,25.00,2257.14,13.41,8.6014
8701,30.43,2257.08,13.33,8.7014
8801,38.46,2257.04,13.32,8.8014
8901,44.00,2257.05,13.36,8.9014
9001,45.00,2257.02,13.32,9.0014
9101,55.56,2256.98,13.32,9.1014
9201,38.10,2257.29,13.37,9.2014
9301,47.06,2257.10,13.32,9.3014
9401,37.04,2257.13,13.31,9.4014
9501,27.27,2256.84,13.28,9.5014
9601,43.48,2256.94,13.33,9.6014
9701,47.62,2257.29,13.30,9.7014
9801,42.11,2256.62,13.26,9.8014
9901,43.48,2256.85,13.29,9.9014
10001,40.00,2257.14,13.27,10.0014
10101,29.63,2256.83,13.24,10.1014
10201,40.00,2257.09,13.21,10.2014
10301,36.00,2257.23,13.23,10.3014
10401,48.00,2257.21,13.32,10.4014
10501,52.38,2257.27,13.31,10.5014
10601,54.55,2257.29,13.32,10.6014
10701,34.78,2257.11,13.31,10.7014
10801,41.67,2257.12,13.29,10.8014
10901,50.00,2257.27,13.26,10.9014
11001,39.13,2257.09,13.30,11.0014
11101,36.00,2257.12,13.30,11.1014
11201,34.62,2256.95,13.30,11.2014
11301,39.13,2257.03,13.32,11.3014
11401,43.48,2256.89,13.37,11.4014
11501,38.10,2257.01,13.40,11.5014
11601,47.83,2256.97,13.41,11.6014
11701,47.83,2256.90,13.41,11.7014
11801,42.11,2256.98,13.42,11.8014
11901,36.36,2256.68,13.44,11.9014
12001,38.89,2256.93,13.39,12.0014
12101,35.71,2257.30,13.38,12.1014
12201,50.00,2257.52,13.34,12.2014
12301,32.00,2257.47,13.31,12.3014
12401,34.78,2257.58,13.30,12.4014
12501,36.36,2257.26,13.32,12.5014
12601,42.86,2257.40,13.35,12.6014
12701,37.50,2256.99,13.39,12.7014
12801,46.43,2256.93,13.41,12.8014
12901,37.50,2257.05,13.41,12.9016
13001,37.50,2257.08,13.42,13.0014
13101,43.48,2257.10,13.42,13.1014
13201,41.67,2256.80,13.40,13.2014
13301,40.91,2256.80,13.40,13.3014
13401,50.00,2257.13,13.38,13.4014
13501,33.33,2256.88,13.39,13.5014
13601,39.13,2256.60,13.44,13.6014
13701,36.00,2257.04,13.49,13.7014
13801,42.11,2256.69,13.50,13.8014
13901,45.83,2257.28,13.55,13.9014
14001,27.59,2257.43,13.51,14.0014
14101,34.62,2257.01,13.49,14.1014
14201,35.71,2257.17,13.46,14.2014
14301,34.78,2257.45,13.42,14.3014
14401,28.57,2257.18,13.39,14.4014
14501,52.63,2257.33,13.37,14.5014
14601,29.63,2257.04,13.38,14.6014
14701,44.44,2257.30,13.40,14.7014
14801,43.48,2256.88,13.43,14.8014
14901,47.37,2256.91,13.47,14.9014
15001,40.91,2257.10,13.48,15.0014
15101,37.50,2257.22,13.50,15.1014
15201,39.13,2257.10,13.53,15.2014
15301,47.37,2257.00,13.55,15.3014
15401,41.67,2257.00,13.54,15.4014
15501,31.82,2256.75,13.53,15.5014
15601,45.45,2257.03,13.53,15.6014
15701,52.63,2256.72,13.53,15.7014
15801,35.00,2257.09,13.51,15.8014
15901,37.50,2256.80,13.48,15.9014
16001,33.33,2256.92,13.44,16.0014
16101,40.00,2257.04,13.40,16.1014
16201,40.91,2256.75,13.39,16.2014
16301,30.00,2257.59,13.38,16.3014
16401,34.62,2257.50,13.39,16.4014
16501,40.74,2257.62,13.39,16.5014
16601,25.93,2257.06,13.37,16.6014
16701,40.74,2257.12,13.39,16.7014
16801,40.74,2256.95,13.37,16.8014
16901,40.00,2256.76,13.35,16.9014
17001,47.62,2256.94,13.32,17.0014
17101,41.18,2257.06,13.31,17.1014
17201,47.37,2257.08,13.33,17.2014
17301,31.82,2257.37,13.30,17.3014
17401,42.86,2257.11,13.35,17.4014
17501,40.00,2256.97,13.37,17.5014
17601,36.84,2256.85,13.34,17.6014
17701,45.83,2256.95,13.38,17.7014
17801,38.10,2256.62,13.36,17.8014
17908,29.63,2256.83,13.37,17.9086
18001,37.93,2256.84,13.35,18.0014
18101,35.29,2256.84,13.33,18.1014
18201,47.83,2256.91,13.35,18.2014
18301,50.00,2256.78,13.35,18.3014
18401,66.67,2256.75,13.31,18.4014
18501,45.00,2257.03,13.31,18.5014
18601,40.00,2256.92,13.33,18.6014
18701,31.03,2256.95,13.32,18.7014
18801,30.77,2256.96,13.31,18.8014
18901,35.71,2257.08,13.30,18.9014
19001,36.00,2256.98,13.29,19.0014
19101,50.00,2257.13,13.28,19.1018
19201,30.00,2257.00,13.26,19.2014
19301,40.91,2256.89,13.27,19.3014
19401,34.62,2256.98,13.26,19.4014
19501,43.48,2257.32,13.27,19.5014
19601,36.00,2257.09,13.29,19.6014
19701,32.00,2256.89,13.29,19.7014
19801,37.50,2257.01,13.31,19.8014
19901,40.00,2257.01,13.33,19.9014
20001,70.59,2257.41,13.29,20.0014
20101,76.67,2257.05,13.30,20.1018
20201,45.45,2256.95,13.30,20.2014
20301,30.43,2257.03,13.30,20.3014
20401,29.17,2256.97,13.28,20.4014
20501,39.29,2256.98,13.29,20.5014
20601,57.89,2257.69,13.25,20.6014
20701,40.74,2253.15,13.30,20.7014
20801,36.84,2252.76,13.32,20.8014
20901,40.91,2252.77,13.32,20.9014
21001,45.00,2252.82,13.33,21.0014
21101,39.13,2253.04,13.35,21.1014
21201,63.16,2253.65,13.33,21.2014
21301,62.96,2253.22,13.33,21.3014
21401,43.75,2253.33,13.33,21.4014
21501,45.00,2253.32,13.32,21.5014
21601,34.78,2253.35,13.30,21.6014
21701,50.00,2252.88,13.33,21.7014
21801,70.00,2253.57,13.32,21.8014
21901,62.96,2253.23,13.34,21.9014
22001,29.17,2253.18,13.32,22.0014
22101,36.00,2253.07,13.30,22.1014
22201,44.00,2253.21,13.32,22.2014
22301,50.00,2253.12,13.31,22.3014
22401,40.91,2253.27,13.31,22.4014
22501,45.00,2252.90,13.32,22.5014
22601,40.00,2253.27,13.35,22.6014
22701,48.15,2253.25,13.40,22.7014
22801,36.36,2253.22,13.40,22.8014
22901,45.45,2253.32,13.41,22.9014
23001,58.82,2253.28,13.40,23.0014
23101,37.50,2253.03,13.44,23.1014
23201,45.83,2252.90,13.45,23.2014
23301,42.31,2253.11,13.49,23.3014
23401,40.91,2253.20,13.51,23.4014
23501,42.86,2253.13,13.53,23.5014
23601,42.86,2253.13,13.52,23.6014
23701,50.00,2252.90,13.56,23.7014
23801,38.46,2252.93,13.60,23.8014
23901,36.36,2253.26,13.58,23.9014
24001,29.17,2253.13,13.55,24.0014
24101,30.77,2252.73,13.53,24.1014
24201,35.00,2253.24,13.52,24.2014
24301,66.67,2253.46,13.46,24.3014
24401,48.15,2253.02,13.47,24.4014
24501,41.18,2253.02,13.47,24.5014
24601,34.62,2252.95,13.45,24.6014
24701,36.00,2253.43,13.46,24.7014
24801,43.48,2253.38,13.50,24.8014
24901,45.45,2253.49,13.50,24.9014
25001,40.74,2252.87,13.54,25.0014
25101,45.83,2252.87,13.55,25.1014
25201,50.00,2252.86,13.56,25.2014
25301,52.38,2252.89,13.55,25.3014
25401,44.44,2252.96,13.55,25.4014
25501,38.46,2252.97,13.57,25.5014
25601,32.00,2252.87,13.58,25.6014
25701,34.48,2253.09,13.57,25.7014
25801,41.67,2252.83,13.59,25.8014
25901,40.91,2252.95,13.57,25.9014
