Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
103,3.67,2261.62,0.00,0.1040
203,34.48,2251.18,14.26,0.2040
303,40.00,2251.88,24.64,0.3040
403,44.44,2251.56,28.86,0.4040
503,46.67,2251.51,30.78,0.5040
603,42.31,2251.16,31.70,0.6040
703,72.73,2251.08,30.64,0.7040
803,44.00,2250.90,30.53,0.8040
903,44.83,2251.37,31.37,0.9040
1003,36.00,2250.93,30.33,1.0040
1103,36.00,2250.80,29.08,1.1040
1203,52.17,2251.34,28.73,1.2040
1303,61.90,2251.71,27.38,1.3040
1403,52.63,2251.14,25.84,1.4040
1503,44.44,2251.43,25.16,1.5041
1603,47.62,2251.27,24.32,1.6040
1703,33.33,2251.44,23.60,1.7041
1803,25.00,2251.12,22.72,1.8040
1903,73.91,2251.57,22.06,1.9041
2003,56.67,2251.22,21.83,2.0040
2103,37.50,2251.15,21.52,2.1040
2203,38.10,2251.09,21.01,2.2040
2303,32.26,2251.21,20.62,2.3040
2403,35.71,2251.49,20.67,2.4041
2503,58.82,2251.89,20.30,2.5040
2603,37.50,2251.86,19.76,2.6040
2703,43.48,2251.21,19.49,2.7040
2803,47.83,2251.39,19.37,2.8040
2903,40.00,2251.20,19.19,2.9040
3004,42.86,2250.87,19.23,3.0043
3103,47.62,2251.57,18.77,3.1040
3203,33.33,2251.19,18.51,3.2040
3303,37.50,2251.41,18.44,3.3040
3403,48.00,2251.23,18.66,3.4040
3503,40.00,2251.25,18.40,3.5040
3603,47.83,2250.85,18.42,3.6041
3703,60.00,2251.29,18.35,3.7040
3804,30.43,2250.99,18.28,3.8043
3903,28.57,2251.11,18.11,3.9041
4003,44.00,2251.01,18.28,4.0040
4103,44.00,2251.01,18.32,4.1041
4203,43.48,2251.05,18.25,4.2040
4303,40.91,2251.02,18.18,4.3040
4403,47.62,2251.02,18.06,4.4040
4503,43.48,2251.10,18.10,4.5040
4603,42.11,2251.06,17.94,4.6040
4703,46.15,2251.17,17.94,4.7040
4803,34.62,2251.37,17.88,4.8040
4903,47.06,2251.52,17.64,4.9041
5003,43.75,2251.00,17.42,5.0041
5103,47.37,2251.29,17.34,5.1040
5203,40.91,2251.30,17.30,5.2040
5303,36.36,2251.39,17.17,5.3041
5403,26.32,2251.02,16.97,5.4040
5503,41.67,2251.47,16.81,5.5040
5603,29.63,2251.16,16.66,5.6040
5703,38.10,2251.02,16.59,5.7040
5803,40.91,2251.20,16.56,5.8041
5903,34.48,2251.24,16.50,5.9040
6003,40.74,2250.96,16.41,6.0040
6103,47.62,2251.12,16.31,6.1040
6203,41.18,2250.95,16.26,6.2040
6303,46.15,2251.12,16.27,6.3040
6403,40.00,2251.19,16.26,6.4040
6503,28.12,2251.80,16.11,6.5040
6603,28.12,2251.07,15.98,6.6040
6703,32.00,2251.36,15.86,6.7040
