Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
101,2.7116,5097.7500,0.0000,0.1013
201,25.0000,5097.7500,1.7917,0.2013
301,41.9355,5097.2812,31.1711,0.3013
401,54.1667,5088.5234,34.4688,0.4013
501,35.7143,5088.7422,45.2771,0.5013
601,33.3333,5088.4297,48.2381,0.6013
701,53.8462,5088.5234,48.3217,0.7013
801,34.4828,5088.7422,50.9816,0.8013
901,37.0370,5088.7461,50.0877,0.9013
1001,29.6296,5088.7773,48.8651,1.0013
1101,37.0370,5088.6211,48.0877,1.1013
1201,30.7692,5088.6211,47.0988,1.2013
1301,65.2174,5088.5273,45.4937,1.3013
1401,63.1579,5088.4336,44.1529,1.4013
1501,36.6667,5088.7461,46.2867,1.5013
1601,33.3333,5088.7461,46.2815,1.6013
1701,33.3333,5088.6211,46.0457,1.7013
1801,40.0000,5088.6211,45.9180,1.8013
1901,42.3077,5088.5898,45.4073,1.9013
2001,31.0345,5088.5898,46.5523,2.0013
2101,35.4839,5088.5586,47.4324,2.1013
2201,34.3750,5088.7461,49.6542,2.2013
2301,35.2941,5088.7461,51.9962,2.3013
2401,33.3333,5088.5586,53.7336,2.4013
2501,36.0000,5088.4961,53.5898,2.5013
2601,36.6667,5088.7461,54.2821,2.6013
2701,40.0000,5088.6523,55.0141,2.7013
2801,32.3529,5088.4336,55.9805,2.8013
2901,38.4615,5088.7461,56.1800,2.9013
3001,37.5000,5088.7461,56.3225,3.0013
3101,33.3333,5088.5898,56.4188,3.1013
3201,36.3636,5088.5586,57.8245,3.2013
3301,34.3750,5088.4648,58.5395,3.3013
3401,34.4828,5088.7148,59.1306,3.4013
3501,38.7097,5088.7461,59.5428,3.5013
3601,30.7692,5088.5898,60.6920,3.6013
3701,30.7692,5088.7773,60.1766,3.7013
3801,34.4828,5088.7773,60.8348,3.8013
3901,36.3636,5088.4648,61.4467,3.9013
4001,33.3333,5088.7461,61.5857,4.0013
4101,33.3333,5088.7461,61.6381,4.1013
4201,40.7407,5088.5898,61.4579,4.2013
4301,33.3333,5088.8086,61.1908,4.3013
4401,32.0000,5088.8086,60.5413,4.4013
4501,40.0000,5088.8086,60.0772,4.5013
4601,34.4828,5088.7461,59.6617,4.6013
4701,34.6154,5088.4336,59.4521,4.7013
4801,32.1429,5088.7461,59.2102,4.8013
4901,36.0000,5088.7148,58.9582,4.9013
5001,37.5000,5088.5898,58.4706,5.0013
5101,21.8750,5088.5898,58.1273,5.1013
5201,33.3333,5088.8086,58.4241,5.2013
5301,35.7143,5088.7148,58.7190,5.3013
5401,40.0000,5088.7148,58.7663,5.4013
5501,29.0323,5088.7461,58.9847,5.5013
5601,35.7143,5088.7461,58.8442,5.6013
5701,36.0000,5088.7461,58.5966,5.7013
5801,33.3333,5088.7461,58.8688,5.8013
5901,36.6667,5088.7461,58.9679,5.9013
6001,34.6154,5088.5508,58.9080,6.0013
6101,37.9310,5088.4570,58.9656,6.1013
6201,35.4839,5088.7383,59.2750,6.2013
6301,35.7143,5088.7383,59.2418,6.3013
6401,31.0345,5088.7070,59.2838,6.4013
6501,33.3333,5088.7070,59.2817,6.5013
6601,30.0000,5088.7070,59.7636,6.6013
6701,37.5000,5088.5820,60.0967,6.7013
6801,40.0000,5088.7383,60.5814,6.8013
6901,25.0000,5088.4258,60.5179,6.9013
7001,38.7097,5088.7383,60.7651,7.0013
7101,32.1429,5088.7383,60.8899,7.1013
7201,33.3333,5088.5195,61.2639,7.2013
7301,39.1304,5088.4883,60.9095,7.3013
7401,39.3939,5088.7383,61.2531,7.4013
7501,31.0345,5088.7383,61.3124,7.5013
7601,33.3333,5088.4258,60.9983,7.6017
7701,33.3333,5088.7695,60.8434,7.7013
7801,34.2857,5088.4883,60.9981,7.8013
7901,38.4615,5088.5508,60.8772,7.9013
8001,30.7692,5088.7695,60.7102,8.0013
8101,36.6667,5088.6445,60.7373,8.1016
8201,28.1250,5088.7070,60.6421,8.2013
8301,31.2500,5088.7070,60.6951,8.3013
8401,38.7097,5088.4570,60.8483,8.4013
8501,40.7407,5088.4570,60.7126,8.5013
8601,33.3333,5088.7695,60.7268,8.6013
8701,26.4706,5088.4258,60.6182,8.7013
8801,32.1429,5088.4258,60.8324,8.8013
8901,38.0952,5088.4258,60.7195,8.9013
9001,32.1429,5088.6133,60.7002,9.0013
9101,36.6667,5088.6133,60.5572,9.1013
9201,34.6154,5088.6133,60.5222,9.2013
9301,37.5000,5088.4883,60.5145,9.3013
9401,28.0000,5088.4883,60.3065,9.4013
9501,38.4615,5088.4883,60.1770,9.5013
9601,35.7143,5088.8008,60.1151,9.6013
9701,34.4828,5088.5820,60.1270,9.7013
