Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
101,4.1132,5113.3008,0.0000,0.1018
201,10.7143,5113.3008,0.0000,0.2018
301,32.2581,5112.9727,19.8265,0.3018
401,34.3750,5112.4297,31.7788,0.4018
501,34.6154,5112.7422,36.9079,0.5018
601,60.8696,5112.4922,41.6119,0.6018
701,38.4615,5112.6172,42.2663,0.7018
801,33.3333,5112.5234,47.1312,0.8018
901,32.0000,5112.7344,48.1185,0.9018
1001,37.5000,5112.7344,49.9392,1.0018
1101,30.0000,5112.4219,51.1319,1.1018
1201,58.3333,5112.9805,49.9173,1.2018
1301,43.4783,5112.9805,48.3984,1.3018
1401,42.3077,5112.9805,48.7327,1.4018
1501,38.4615,5112.7383,50.5609,1.5018
1601,34.4828,5112.7695,52.1608,1.6018
1701,37.9310,5112.8008,54.6029,1.7018
1801,57.1429,5112.5820,54.6732,1.8018
1901,58.6207,5112.8008,55.8820,1.9018
2001,27.5862,5112.8008,56.3643,2.0018
2101,35.4839,5112.4570,57.3075,2.1018
2201,33.3333,5112.7695,58.1277,2.2018
2301,33.3333,5112.7695,58.8197,2.3018
2401,37.0370,5112.5195,58.8675,2.4018
2501,34.4828,5112.7070,58.9899,2.5018
2601,35.4839,5112.3945,59.0400,2.6018
2701,34.3750,5112.4570,59.8991,2.7018
2801,35.2941,5112.7383,61.0593,2.8018
2901,32.2581,5112.5195,61.6766,2.9018
3001,41.3793,5112.4258,60.6699,3.0018
3101,36.8421,5112.7695,60.4992,3.1018
3201,35.4839,5112.4570,60.6259,3.2018
3301,36.6667,5112.8008,60.5612,3.3018
3401,32.4324,5112.8008,60.7460,3.4018
3501,33.3333,5112.5508,60.4851,3.5018
3601,37.9310,5112.5195,59.9247,3.6018
3701,33.3333,5112.7383,59.4478,3.7018
3801,33.3333,5112.4258,59.5649,3.8018
3901,33.3333,5112.7695,59.1216,3.9018
4001,35.2941,5112.4570,59.2369,4.0018
4101,34.4828,5112.6445,59.6501,4.1018
4201,32.0000,5112.5508,59.0415,4.2018
4301,35.7143,5112.7070,59.0744,4.3018
4401,32.2581,5112.7383,59.5301,4.4018
4501,35.2941,5112.7070,59.8564,4.5018
4601,37.5000,5112.8008,60.1294,4.6018
4701,35.4839,5112.8008,60.3559,4.7018
4801,36.3636,5112.5508,59.6687,4.8018
4901,34.6154,5112.6133,59.6715,4.9018
5001,35.7143,5112.5820,59.8149,5.0018
5101,34.6154,5112.8008,59.8050,5.1018
5201,31.4286,5112.4258,59.9152,5.2018
5301,28.5714,5112.7656,59.8945,5.3018
5401,37.9310,5112.9531,59.9656,5.4018
5501,48.2759,5112.6406,59.3968,5.5018
5601,40.0000,5112.6719,59.0443,5.6018
5701,34.2857,5113.0156,59.2989,5.7018
5801,34.4828,5112.7344,59.4431,5.8018
5901,31.2500,5112.8906,59.5853,5.9018
6001,44.0000,5112.9141,59.6080,6.0018
6101,35.7143,5112.6328,59.8474,6.1018
6201,33.3333,5112.9453,59.9973,6.2018
6301,36.6667,5112.6328,60.0644,6.3018
6401,32.2581,5112.8828,60.2957,6.4018
6501,35.7143,5112.8828,60.3990,6.5018
6601,32.0000,5112.8828,59.9482,6.6018
6701,35.7143,5112.7578,59.6160,6.7018
6801,32.1429,5112.8828,59.2477,6.8018
6901,30.7692,5112.7266,58.8861,6.9020
7001,26.6667,5112.9453,58.7628,7.0018
7101,34.3750,5112.9453,58.6644,7.1018
7201,33.3333,5112.7617,58.5050,7.2018
7301,36.0000,5112.9805,58.2131,7.3018
7401,35.7143,5112.9492,58.2434,7.4018
7501,43.3333,5112.9492,58.4891,7.5018
7601,39.1304,5112.6367,58.1659,7.6018
7701,43.4783,5112.9297,57.8106,7.7018
7801,45.1613,5112.9609,57.5736,7.8018
7901,41.6667,5112.7109,57.1000,7.9018
8001,36.6667,5112.9609,57.2013,8.0018
8101,34.4828,5112.9297,57.2415,8.1018
8201,30.0000,5112.7422,57.2108,8.2018
8301,37.0370,5112.9297,57.1413,8.3018
8401,44.8276,5112.5547,57.2022,8.4018
8501,35.7143,5112.9609,57.3581,8.5018
8601,33.3333,5112.7109,57.4322,8.6018
8701,32.2581,5112.9297,57.5348,8.7018
8801,34.6154,5112.8984,57.5884,8.8018
8901,30.7692,5112.9922,57.5728,8.9018
9001,42.8571,5112.6484,57.5156,9.0018
9101,19.3548,5112.6484,57.4886,9.1018
9201,37.9310,5112.6797,57.7470,9.2018
9301,37.0370,5112.7734,57.9522,9.3018
9401,33.3333,5112.9297,58.1653,9.4018
9501,39.2857,5112.6797,58.2584,9.5018
9601,41.6667,5112.6484,58.0800,9.6018
9701,40.9091,5112.6797,57.7127,9.7018
9801,32.1429,5112.6797,57.9496,9.8018
9901,32.2581,5112.9922,58.0742,9.9018
10001,37.0370,5112.6797,58.1177,10.0018
10101,35.4839,5112.9297,58.2641,10.1018
10201,33.3333,5112.9609,58.0383,10.2018
10301,38.4615,5112.9609,57.8789,10.3018
10401,40.9091,5112.9609,57.5414,10.4018
10501,32.0000,5112.6484,57.3944,10.5018
10601,34.6154,5112.9922,57.3708,10.6018
10701,33.3333,5112.9609,57.3690,10.7018
10801,32.0000,5112.7109,57.3263,10.8018
10901,32.1429,5112.6055,57.1476,10.9018
11001,27.5862,5112.9180,57.1821,11.0018
11101,37.5000,5112.9180,57.1128,11.1018
11201,36.6667,5112.8867,57.2421,11.2018
11301,35.7143,5112.8867,57.2038,11.3018
11401,31.0345,5112.9180,57.2309,11.4018
11501,37.9310,5112.9180,57.2661,11.5018
11601,39.1304,5112.7930,57.1538,11.6018
11701,40.0000,5112.7617,56.9258,11.7018
11801,32.2581,5112.7617,57.0626,11.8018
11901,34.3750,5112.8867,57.2315,11.9018
12001,30.7692,5112.8867,57.2270,12.0018
12101,37.5000,5112.6992,57.3079,12.1018
12201,30.7692,5112.6992,57.2128,12.2018
12301,35.4839,5112.6992,57.3857,12.3018
12401,36.3636,5112.6992,57.6271,12.4018
12501,25.0000,5112.9492,57.7192,12.5018
12601,38.7097,5112.9180,57.9568,12.6018
12701,25.7143,5112.9180,58.0293,12.7018
12801,37.0370,5112.7617,58.1430,12.8018
12901,38.2353,5112.7617,58.5038,12.9018
13001,34.3750,5112.8867,58.7469,13.0018
13101,38.7097,5112.9180,59.0389,13.1018
13201,37.9310,5112.7930,59.1675,13.2018
13301,34.6154,5112.9180,59.1686,13.3018
13401,36.0000,5112.9492,59.1158,13.4018
13501,32.1429,5112.9492,59.0141,13.5018
13601,37.1429,5112.6992,59.1536,13.6018
13701,40.9091,5112.9180,58.9563,13.7018
13801,34.6154,5112.9180,58.8354,13.8018
13901,36.0000,5112.9180,58.7728,13.9018
14001,29.6296,5112.9492,58.6783,14.0018
14101,33.3333,5112.9180,58.7607,14.1018
14201,35.4839,5112.7617,58.8684,14.2018
14301,33.3333,5112.6055,58.9070,14.3018
14401,35.7143,5112.6055,58.9462,14.4018
14501,33.3333,5112.9492,58.9475,14.5018
14601,34.3750,5112.8242,59.1105,14.6018
14701,39.3939,5112.8242,59.1598,14.7018
14801,39.1304,5112.8242,59.0191,14.8018
14901,33.3333,5112.9180,59.1035,14.9018
15001,30.0000,5112.9180,59.1213,15.0018
15101,42.8571,5112.7305,59.1225,15.1018
15201,34.4828,5112.7930,59.2552,15.2018
15301,35.4839,5112.7930,59.2588,15.3018
15401,31.0345,5112.9180,59.2847,15.4018
15501,35.4839,5112.6055,59.2880,15.5018
15601,37.5000,5112.6367,59.3470,15.6018
15701,39.3939,5112.9180,59.5648,15.7018
15801,37.9310,5112.9180,59.7239,15.8018
15901,37.0370,5112.5977,59.7491,15.9018
16001,34.3750,5112.6289,60.0628,16.0018
16101,37.0370,5112.7227,60.1548,16.1018
16201,30.7692,5112.9102,60.0929,16.2018
16301,30.0000,5112.9727,60.0198,16.3018
16401,30.0000,5112.6602,60.0264,16.4018
16501,36.0000,5112.9727,59.9844,16.5018
16601,35.7143,5112.7227,60.0750,16.6018
16701,31.2500,5112.6289,60.1039,16.7021
16801,33.3333,5112.6289,59.8894,16.8018
16901,30.4348,5112.7539,59.7348,16.9018
17001,25.0000,5112.9102,59.5887,17.0018
17101,35.4839,5112.7852,59.6235,17.1018
17201,32.1429,5112.8789,59.5855,17.2018
17301,36.0000,5112.5977,59.5043,17.3018
17401,30.7692,5112.5977,59.4891,17.4018
17501,31.0345,5112.9414,59.4328,17.5018
17601,30.7692,5112.8164,59.3614,17.6018
17701,33.3333,5112.8789,59.4453,17.7018
17801,37.0370,5112.8789,59.4289,17.8018
17901,36.0000,5112.9102,59.3852,17.9018
18001,31.0345,5112.9727,59.5059,18.0018
18101,23.5294,5112.7539,59.5374,18.1018
18201,38.7097,5112.9102,59.5424,18.2018
18301,30.7692,5112.7539,59.6011,18.3018
18401,31.0345,5112.6602,59.6129,18.4018
18501,39.2857,5112.6289,59.6423,18.5018
18601,33.3333,5112.7852,59.7030,18.6018
18701,35.4839,5112.5977,59.7211,18.7018
18801,37.9310,5112.9102,59.8365,18.8018
18901,36.6667,5112.7852,59.9161,18.9018
19001,37.5000,5112.7852,60.0250,19.0018
19101,32.1429,5112.7539,60.1945,19.1018
19201,35.4839,5112.9414,60.3964,19.2018
19301,32.2581,5112.5977,60.4553,19.3018
19401,33.3333,5112.8789,60.4392,19.4018
19501,32.2581,5112.7852,60.5418,19.5018
19601,32.2581,5112.9102,60.6643,19.6018
19701,42.8571,5113.1602,60.5817,19.7018
19801,29.1667,5112.6602,60.5695,19.8018
19901,27.5862,5112.6602,60.4578,19.9018
20001,29.0323,5112.9688,60.4004,20.0018
20101,34.4828,5112.6250,60.3567,20.1018
20201,32.2581,5112.7500,60.2607,20.2018
20301,30.7692,5112.9688,60.1495,20.3018
20401,29.0323,5112.9688,60.0370,20.4018
20501,29.1667,5112.9688,59.9087,20.5018
20601,34.6154,5112.9688,59.8518,20.6018
20701,33.3333,5112.9688,59.7605,20.7018
20801,34.4828,5112.9062,59.7071,20.8018
20901,33.3333,5112.8984,59.6370,20.9018
21001,34.4828,5112.5547,59.6472,21.0018
21101,28.1250,5112.8984,59.6402,21.1018
21201,39.2857,5112.9297,59.6958,21.2018
21301,35.7143,5112.8984,59.7270,21.3018
21401,29.6296,5112.8984,59.7098,21.4018
21501,35.4839,5112.7422,59.7140,21.5018
21601,28.5714,5112.9609,59.7774,21.6018
21701,22.5806,5112.9297,59.6997,21.7018
21801,33.3333,5112.6172,59.7242,21.8018
21901,33.3333,5112.9297,59.8376,21.9018
22001,36.6667,5112.7734,59.8694,22.0018
22101,38.7097,5112.5234,59.9262,22.1018
22201,30.0000,5112.9297,59.9404,22.2018
22301,36.6667,5112.6172,60.0713,22.3018
22401,36.3636,5112.7422,60.1644,22.4018
22501,37.9310,5112.6211,60.2283,22.5018
22601,30.7692,5112.9336,60.2591,22.6018
22701,42.3077,5112.9336,60.2412,22.7018
22801,45.8333,5112.9297,60.1681,22.8018
22901,50.0000,5112.9297,59.9984,22.9018
23001,32.1429,5113.1484,60.0089,23.0018
23101,37.9310,5113.1484,59.9946,23.1018
23201,33.3333,5112.8359,60.0672,23.2018
23301,33.3333,5113.0859,60.1286,23.3018
23401,37.0370,5113.0859,60.1559,23.4018
23501,29.1667,5113.1797,60.0582,23.5018
23601,33.3333,5113.1484,60.1015,23.6018
23701,32.1429,5113.1172,60.0374,23.7018
23801,31.2500,5112.8047,60.0343,23.8018
23901,28.1250,5112.9922,59.9682,23.9018
24001,29.0323,5113.0859,59.9327,24.0018
24101,34.7826,5113.0859,59.8322,24.1018
24201,35.4839,5113.0859,59.8382,24.2018
24301,33.3333,5113.0859,59.8488,24.3018
24401,31.0345,5112.9922,59.8513,24.4018
24501,35.4839,5112.9922,59.8391,24.5018
24601,33.3333,5112.9922,59.8223,24.6018
24701,30.3030,5113.1172,59.8016,24.7018
24801,34.6154,5112.9922,59.7541,24.8018
24901,32.2581,5112.9922,59.7312,24.9018
25001,36.6667,5113.1484,59.7682,25.0018
25101,34.4828,5112.8359,59.8258,25.1018
25201,33.3333,5113.1484,59.8582,25.2018
25301,26.4706,5112.9922,59.8703,25.3018
25401,33.3333,5112.8047,59.8932,25.4018
25501,35.4839,5113.1172,59.9668,25.5018
25601,35.4839,5113.1484,60.1037,25.6018
25701,38.2353,5113.0234,60.2211,25.7018
25801,30.0000,5112.9297,60.2557,25.8018
25901,35.7143,5113.1484,60.2868,25.9018
26001,35.2941,5112.8047,60.4456,26.0018
26101,43.3333,5113.4492,60.5674,26.1018
26201,37.9310,5113.1562,60.6396,26.2018
26301,33.3333,5112.8438,60.7385,26.3018
26401,29.0323,5113.0312,60.7840,26.4018
26501,33.3333,5113.0312,60.8384,26.5018
26601,38.7097,5113.1250,60.8973,26.6018
26701,34.4828,5113.1250,60.9300,26.7018
26801,33.3333,5113.1250,60.9185,26.8018
26901,30.7692,5113.1250,60.8638,26.9018
27001,38.4615,5113.1484,60.8180,27.0018
27101,26.9231,5112.9922,60.6861,27.1018
27201,33.3333,5112.9609,60.6208,27.2018
27301,28.5714,5112.8047,60.5086,27.3018
27401,29.0323,5112.8672,60.4940,27.4018
27501,35.7143,5113.2383,60.4331,27.5018
27601,33.3333,5113.1211,60.4118,27.6018
27701,32.1429,5113.1523,60.4309,27.7018
27801,38.7097,5112.9961,60.3463,27.8018
27901,29.4118,5112.9961,60.1300,27.9018
28001,28.9474,5112.9961,59.9152,28.0018
28101,26.3158,5112.9961,59.7020,28.1018
28201,26.3158,5112.9961,59.4903,28.2018
28301,26.3158,5112.9961,59.2801,28.3018
28401,27.5862,5112.9961,59.0714,28.4018
28501,31.4286,5112.9961,58.8642,28.5018
28601,24.3243,5112.9961,58.6583,28.6018
28701,28.2051,5112.9961,58.4540,28.7018
28801,25.6410,5112.9961,58.2510,28.8018
28901,28.9474,5112.9961,58.0495,28.9018
29001,20.6897,5112.9961,57.8493,29.0018
29101,30.5556,5112.9961,57.6505,29.1018
