Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
101,2.1789,5120.7031,0.0000,0.1011
201,76.4706,5120.0352,14.1837,0.2011
301,40.0000,5119.9375,44.5264,0.3011
401,39.2857,5120.0000,53.8515,0.4011
501,37.0370,5120.0898,56.2165,0.5011
601,34.4828,5120.1211,61.0386,0.6011
701,31.0345,5119.9648,61.7970,0.7011
801,66.6667,5119.8086,60.4229,0.8011
901,39.2857,5119.9336,57.1535,0.9011
1000,37.9310,5120.1211,56.9434,1.0011
1101,40.0000,5120.1211,57.0244,1.1011
1201,32.0000,5120.0898,56.2871,1.2011
1301,41.3793,5119.9648,57.3632,1.3011
1401,53.8462,5119.9336,55.6544,1.4011
1501,38.8889,5119.9336,52.8744,1.5011
1601,34.6154,5119.9336,52.3451,1.6011
1701,34.4828,5120.1523,52.8220,1.7011
1801,33.3333,5120.0898,53.4370,1.8011
1901,33.3333,5119.9023,54.6336,1.9011
2001,61.9048,5120.0898,53.6883,2.0011
2101,37.9310,5119.9023,53.6985,2.1011
2201,35.7143,5119.9023,54.2215,2.2011
2301,37.0370,5119.8086,54.3501,2.3011
2401,37.0370,5119.7773,54.7136,2.4011
2501,36.6667,5119.7461,54.7794,2.5011
2601,41.3793,5119.7461,55.4135,2.6011
2701,33.3333,5120.1211,56.1583,2.7011
2801,35.7143,5120.1211,55.7560,2.8011
2901,33.3333,5120.0898,55.9859,2.9011
3001,32.2581,5120.0898,56.3751,3.0011
3101,36.6667,5120.0898,56.8448,3.1011
3201,40.7407,5119.7148,56.8348,3.2011
3301,38.0952,5120.0898,56.7163,3.3011
3401,36.6667,5120.0898,57.3995,3.4011
3501,35.4839,5120.0898,58.2871,3.5011
3601,35.4839,5120.0898,59.0753,3.6011
3701,34.4828,5120.1523,59.4978,3.7011
3801,44.8276,5119.9961,59.8506,3.8011
3901,25.0000,5119.8398,60.0300,3.9011
4001,32.2581,5120.0898,59.6885,4.0011
4101,37.0370,5120.0898,59.9309,4.1011
4201,38.8889,5120.1523,60.9809,4.2011
4301,30.7692,5120.0586,60.7211,4.3011
4401,37.0370,5119.7461,60.1083,4.4011
4501,35.7143,5120.0898,60.0687,4.5011
4601,33.3333,5120.0898,59.9204,4.6011
4701,34.3750,5120.0898,60.0608,4.7011
4801,33.3333,5119.9023,59.6493,4.8011
4901,35.7143,5120.0586,59.6324,4.9011
5001,34.4828,5120.0898,59.3212,5.0011
5101,38.4615,5120.0625,58.5405,5.1011
5201,36.6667,5119.9062,57.9505,5.2011
5301,37.9310,5120.1211,57.9267,5.3011
5401,35.4839,5120.1172,58.5044,5.4011
5501,39.2857,5119.9609,58.4416,5.5011
5601,34.4828,5120.0547,58.7730,5.6011
5701,32.3529,5120.0859,58.8054,5.7011
5801,25.0000,5119.9297,58.8000,5.8011
5901,37.0370,5119.9297,58.7448,5.9011
6001,31.2500,5119.9297,59.2375,6.0011
6101,35.4839,5119.9297,59.2467,6.1011
6201,29.6296,5119.9297,59.0469,6.2011
6301,35.4839,5119.9297,59.2045,6.3011
6401,34.3750,5120.0859,59.6336,6.4011
6501,34.7826,5120.1484,59.5253,6.5011
6601,38.4615,5120.1484,59.5543,6.6011
6701,36.3636,5120.1484,60.1766,6.7011
6801,37.5000,5119.9609,60.0771,6.8011
