Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
101,2.5525,5083.2891,0.0000,0.1012
201,28.2051,5083.2891,0.0000,0.2012
301,28.1250,5082.4570,16.7061,0.3012
401,80.7692,5082.3945,24.5914,0.4012
501,55.5556,5082.3633,35.2150,0.5012
601,33.3333,5082.6445,37.4246,0.6012
701,37.9310,5082.6445,45.3137,0.7012
801,34.6154,5082.3633,43.8907,0.8012
901,34.3750,5082.6133,47.3111,0.9012
1001,78.2609,5082.6758,46.4967,1.0012
1101,53.5714,5082.4570,47.4669,1.1012
1201,30.3030,5082.5195,49.6397,1.2012
1301,38.7097,5082.6133,51.5037,1.3012
1401,36.6667,5082.6133,53.0081,1.4012
1501,34.6154,5082.4570,52.8931,1.5012
1601,52.1739,5082.4883,51.1143,1.6012
1701,34.3750,5082.6758,52.0102,1.7012
1801,35.7143,5082.6133,53.0068,1.8012
1901,35.7143,5082.6445,54.3639,1.9012
2001,43.4783,5082.5820,53.9397,2.0012
2101,32.1429,5082.6133,54.1407,2.1012
2201,40.0000,5082.6133,54.0778,2.2012
2301,33.3333,5082.6133,53.8495,2.3012
2401,34.3750,5082.3008,54.1657,2.4012
2501,33.3333,5082.3008,54.6399,2.5012
2601,32.0000,5082.3320,54.5990,2.6012
2701,33.3333,5082.4883,54.6703,2.7012
2801,33.3333,5082.3008,55.2513,2.8012
2901,40.0000,5082.3008,55.9672,2.9012
3001,28.0000,5082.3008,55.9693,3.0013
3101,33.3333,5082.6133,56.6213,3.1012
3201,38.7097,5082.4570,57.8057,3.2012
3301,32.2581,5082.6133,58.4667,3.3012
3401,28.0000,5082.6445,58.0917,3.4012
3501,31.2500,5082.3008,58.5524,3.5012
3601,32.1429,5082.6133,58.4779,3.6012
3701,32.1429,5082.3008,58.7792,3.7012
3801,33.3333,5082.3320,58.4829,3.8012
3901,35.4839,5082.5195,58.9702,3.9012
4001,35.7143,5082.5195,58.8354,4.0012
4101,28.5714,5082.5195,58.7112,4.1012
4201,32.1429,5082.3945,58.2457,4.2012
4301,20.5882,5082.6133,57.2839,4.3012
4401,36.3636,5082.3008,56.6003,4.4012
4501,37.0370,5082.3633,56.6022,4.5012
4601,38.7097,5082.6445,56.7216,4.6012
4701,34.7826,5082.6445,56.4386,4.7012
4801,33.3333,5082.6445,56.6213,4.8012
4901,35.7143,5082.6445,56.7229,4.9012
5001,30.0000,5082.6133,57.0630,5.0012
5101,28.5714,5082.5430,56.8725,5.1012
5201,36.3636,5082.5430,56.0090,5.2012
5301,42.4242,5082.6055,55.5984,5.3012
5401,32.1429,5082.4492,55.7733,5.4012
5501,34.4828,5082.4492,55.6113,5.5012
5601,32.1429,5082.6055,56.0342,5.6012
5701,34.3750,5082.5117,56.7181,5.7012
5801,34.7826,5082.4805,56.5143,5.8012
5901,34.4828,5082.4805,56.6061,5.9012
6001,40.9091,5082.4805,56.2689,6.0012
6101,37.5000,5082.3555,56.6598,6.1012
6201,37.9310,5082.6055,56.7316,6.2012
6301,35.7143,5082.6055,56.8115,6.3012
6401,40.7407,5082.2930,56.9606,6.4012
6501,38.7097,5082.3242,57.2664,6.5012
6601,33.3333,5082.3242,57.5431,6.6012
6701,33.3333,5082.6680,57.6844,6.7012
6801,34.7826,5082.6680,57.5999,6.8012
6901,36.6667,5082.2930,57.9499,6.9012
7001,28.5714,5082.2930,57.9717,7.0012
7101,33.3333,5082.6367,58.4751,7.1012
7201,34.4828,5082.3242,58.7574,7.2012
7301,37.0370,5082.6680,58.8345,7.3012
7401,38.8889,5082.6055,59.2173,7.4012
