Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
100,2.4212,5085.7773,0.0000,0.1004
200,28.9474,5084.8828,12.0402,0.2004
300,35.4839,5084.7891,44.6688,0.3004
400,35.4839,5085.0391,60.4930,0.4004
500,34.4828,5084.8828,62.4517,0.5004
600,44.4444,5085.0352,61.3820,0.6004
700,37.9310,5085.2852,63.9414,0.7004
800,37.9310,5085.3164,65.5538,0.8004
900,34.3750,5085.0352,68.7557,0.9004
1000,36.6667,5085.0352,69.5478,1.0004
1100,40.7407,5085.1289,68.0213,1.1004
1200,33.3333,5085.0977,70.0533,1.2004
1300,30.0000,5085.3125,70.4872,1.3004
1400,34.4828,5085.1562,70.7421,1.4004
1500,33.3333,5085.2812,70.5370,1.5004
1600,37.5000,5085.1250,72.3851,1.6004
1700,36.8421,5085.2188,73.4471,1.7004
1800,32.0000,5085.2500,73.8632,1.8004
1900,37.9310,5084.9688,74.0026,1.9004
2000,34.2857,5085.3438,75.7092,2.0004
2100,30.7692,5084.9688,75.4276,2.1004
2200,31.2500,5085.2812,75.3951,2.2004
2300,37.9310,5085.2812,75.1659,2.3004
2400,36.6667,5085.3438,75.3449,2.4004
2500,33.3333,5085.2500,75.0639,2.5004
2600,35.4839,5085.2500,74.8298,2.6004
2700,31.2500,5085.1250,75.0257,2.7004
2800,39.2857,5085.3125,75.3011,2.8004
2900,34.4828,5085.2812,75.2356,2.9004
3000,32.2581,5085.2500,75.1362,3.0004
3100,33.3333,5085.3125,74.6204,3.1004
3200,33.3333,5085.0938,73.9218,3.2004
3300,33.3333,5084.9688,73.2159,3.3004
3400,30.5556,5085.2500,72.7828,3.4004
3500,34.4828,5085.2500,72.2855,3.5004
3600,37.9310,5085.2500,71.7203,3.6004
3700,32.1429,5085.1250,70.9598,3.7004
3800,30.3030,5085.1250,70.8429,3.8004
3900,29.6296,5084.9375,70.2111,3.9004
4000,41.6667,5085.2812,69.6109,4.0004
