Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
101,2.41,5055.32,0.00,0.1018
201,15.15,5055.32,1.14,0.2018
301,34.48,5048.47,28.88,0.3018
401,35.71,5048.59,44.06,0.4018
501,58.33,5049.25,54.16,0.5018
601,57.14,5048.57,51.69,0.6018
701,34.48,5048.57,55.26,0.7018
801,37.93,5048.57,58.13,0.8018
901,34.38,5048.25,62.28,0.9018
1001,35.48,5048.25,64.91,1.0018
1101,44.83,5048.62,64.67,1.1018
1201,40.74,5048.25,64.77,1.2018
1301,40.00,5048.59,68.49,1.3018
1401,34.37,5048.62,69.23,1.4018
1501,33.33,5048.25,69.55,1.5018
1601,40.00,5048.22,71.59,1.6018
1701,39.29,5048.53,71.09,1.7018
1801,89.29,5048.22,70.00,1.8018
1901,35.48,5048.22,70.50,1.9018
2001,33.33,5048.56,70.81,2.0018
2101,30.30,5048.56,71.27,2.1018
2201,37.93,5048.59,71.03,2.2018
2301,42.31,5048.59,70.31,2.3018
2401,40.74,5048.59,69.86,2.4018
2501,32.26,5048.59,70.11,2.5018
2601,35.48,5048.28,70.34,2.6018
2701,32.35,5048.28,69.90,2.7018
2801,36.36,5048.44,68.36,2.8018
2901,29.73,5048.38,67.95,2.9018
3001,42.11,5048.38,66.93,3.0018
3101,40.74,5048.38,66.05,3.1018
3201,35.71,5048.56,65.59,3.2018
3301,37.50,5048.56,64.97,3.3018
3401,40.74,5048.59,65.12,3.4018
3501,40.00,5048.59,64.84,3.5018
3601,33.33,5048.22,64.81,3.6018
3701,34.38,5048.59,65.36,3.7018
3801,37.93,5048.41,65.30,3.8018
3901,39.29,5048.52,65.66,3.9018
4001,35.48,5048.37,65.91,4.0018
4101,38.24,5048.34,66.37,4.1018
4201,40.00,5048.34,66.47,4.2018
4301,32.26,5048.43,66.65,4.3018
4401,41.38,5048.46,66.60,4.4018
4501,37.04,5048.46,66.29,4.5020
4601,31.03,5048.27,66.44,4.6018
4701,37.14,5048.27,66.42,4.7018
4801,36.84,5048.62,65.72,4.8018
4901,32.26,5048.59,65.54,4.9018
5001,40.63,5048.24,65.90,5.0018
5101,33.33,5048.59,66.18,5.1018
5201,35.29,5048.59,66.29,5.2018
5301,33.33,5048.59,66.48,5.3018
5401,35.71,5048.52,66.60,5.4018
5501,35.48,5048.52,66.78,5.5018
5601,35.71,5048.36,66.38,5.6018
5701,37.50,5048.39,66.36,5.7018
5801,37.93,5048.61,66.36,5.8018
5901,30.00,5048.39,66.18,5.9018
6001,45.83,5048.24,65.69,6.0018
6101,35.48,5048.61,65.29,6.1018
6201,26.09,5048.61,64.62,6.2018
6301,40.74,5048.61,64.32,6.3018
6401,35.71,5048.61,64.16,6.4018
6501,39.29,5048.24,64.01,6.5018
6601,32.00,5048.58,63.56,6.6018
6701,37.50,5048.58,63.14,6.7018
6801,37.04,5048.58,63.21,6.8018
6901,32.14,5048.55,63.11,6.9018
7001,41.94,5048.36,63.51,7.0018
7101,36.67,5048.64,63.53,7.1018
7201,43.33,5048.39,63.63,7.2018
7301,37.50,5048.55,63.60,7.3018
7401,36.00,5048.36,63.26,7.4018
7501,37.04,5048.55,63.08,7.5018
7601,34.48,5048.21,63.14,7.6018
7701,39.29,5048.58,63.11,7.7018
7801,38.46,5048.36,63.07,7.8018
7901,37.93,5048.46,62.98,7.9018
8001,50.00,5048.80,62.50,8.0018
8101,34.48,5048.55,62.58,8.1018
8201,40.74,5050.64,62.30,8.2018
8301,55.56,5050.79,61.81,8.3018
8401,33.33,5050.47,61.82,8.4018
8501,36.00,5050.47,61.82,8.5018
8601,37.50,5050.29,62.00,8.6018
8701,31.03,5050.50,62.05,8.7018
8801,39.47,5050.32,62.34,8.8018
8901,46.43,5050.42,62.54,8.9018
9001,27.59,5050.14,62.34,9.0018
9101,40.62,5050.29,62.19,9.1018
9201,37.04,5050.48,62.15,9.2018
9301,31.25,5050.29,62.26,9.3018
9401,31.25,5050.29,62.18,9.4018
9501,32.00,5050.51,61.86,9.5018
9601,32.00,5050.11,61.41,9.6018
9701,37.93,5050.48,61.19,9.7018
9801,20.69,5050.48,60.82,9.8018
9901,37.93,5050.48,60.79,9.9018
10001,27.27,5050.14,60.63,10.0018
10101,28.57,5050.48,60.42,10.1018
10201,40.00,5050.73,60.41,10.2018
10301,36.67,5050.17,60.36,10.3018
10401,41.38,5050.36,60.31,10.4018
10501,37.04,5050.36,60.29,10.5018
10601,29.63,5050.17,60.17,10.6018
10701,37.93,5050.33,60.20,10.7018
10801,44.44,5050.33,60.11,10.8018
10901,36.67,5050.39,60.11,10.9018
11001,30.00,5050.48,60.20,11.0018
11101,32.00,5050.48,59.90,11.1018
11201,39.13,5050.30,59.82,11.2018
11301,37.04,5050.30,59.80,11.3018
11401,44.44,5050.30,59.39,11.4018
11501,36.36,5050.11,59.43,11.5018
11601,37.04,5050.52,59.46,11.6018
11701,36.67,5050.52,59.75,11.7018
11801,40.74,5050.52,59.94,11.8018
11901,35.48,5050.33,60.22,11.9018
12001,40.00,5050.36,60.20,12.0018
12101,40.00,5050.52,60.02,12.1018
12201,37.04,5050.52,60.15,12.2018
12301,38.71,5050.45,60.44,12.3018
12401,31.03,5050.30,60.65,12.4018
12501,37.50,5050.48,60.90,12.5018
12601,44.44,5050.48,60.86,12.6018
12701,38.46,5050.30,60.75,12.7018
12801,24.24,5050.52,60.63,12.8018
12901,35.71,5050.32,60.50,12.9018
13001,32.00,5050.54,60.29,13.0018
13101,38.46,5050.36,60.22,13.1018
13201,30.77,5050.48,59.98,13.2018
13301,35.48,5050.48,60.00,13.3018
13401,35.71,5050.29,59.97,13.4018
13501,35.71,5050.19,59.90,13.5018
13601,32.14,5050.54,59.85,13.6018
13701,34.62,5050.47,59.80,13.7018
13801,36.00,5050.10,59.63,13.8018
13901,36.67,5050.47,59.86,13.9018
14001,34.62,5050.29,59.93,14.0018
14101,41.94,5050.29,59.98,14.1018
14201,31.03,5050.47,60.09,14.2018
14301,34.38,5050.47,60.16,14.3018
14401,38.46,5050.47,60.07,14.4018
14501,33.33,5050.47,60.07,14.5018
14601,37.50,5050.47,60.21,14.6018
14701,38.10,5050.32,59.91,14.7018
14801,38.71,5050.32,59.71,14.8018
14901,36.67,5050.32,59.49,14.9018
15001,35.71,5050.32,59.23,15.0018
15101,40.62,5050.32,59.07,15.1018
15201,39.39,5050.47,58.89,15.2018
15301,40.63,5050.29,58.73,15.3018
15401,36.67,5050.50,58.89,15.4018
15501,34.48,5050.35,59.05,15.5018
15601,40.00,5050.47,59.14,15.6018
15701,32.14,5050.29,59.17,15.7018
15801,41.38,5050.47,59.27,15.8018
15901,40.62,5050.29,59.44,15.9018
16001,35.48,5050.50,59.60,16.0018
16101,37.93,5050.50,59.60,16.1018
16201,35.71,5050.32,59.56,16.2018
16301,37.93,5050.38,59.61,16.3018
16401,37.04,5050.13,59.59,16.4018
16501,32.14,5050.29,59.58,16.5018
16601,33.33,5050.29,59.51,16.6018
16701,47.06,5050.32,59.28,16.7018
16801,38.46,5050.35,59.18,16.8018
16901,37.93,5050.41,59.23,16.9018
17001,36.00,5050.22,59.30,17.0018
17101,37.93,5050.47,59.30,17.1018
17201,35.48,5050.47,59.34,17.2018
17301,35.48,5050.29,59.40,17.3018
17401,35.71,5050.47,59.46,17.4018
17501,36.67,5050.29,59.53,17.5018
17601,38.46,5050.47,59.51,17.6018
17701,41.94,5050.47,59.64,17.7018
17801,37.93,5050.47,59.72,17.8018
17901,44.83,5050.50,59.91,17.9018
18001,42.31,5050.29,59.84,18.0018
18101,37.93,5050.29,59.90,18.1018
18201,33.33,5050.47,60.03,18.2018
18301,41.94,5050.47,60.25,18.3018
18401,32.14,5050.50,60.31,18.4018
18501,40.00,5050.50,60.37,18.5018
18601,42.31,5050.35,60.36,18.6018
18701,41.67,5050.32,60.38,18.7018
18801,36.36,5050.44,60.30,18.8018
18901,33.33,5050.25,60.43,18.9018
19001,39.29,5050.18,60.38,19.0018
19101,37.04,5050.53,60.30,19.1018
19201,40.91,5050.15,60.20,19.2018
19301,36.36,5050.53,60.05,19.3018
19401,28.57,5050.15,59.99,19.4018
19501,32.14,5050.50,59.95,19.5018
19601,37.04,5050.50,59.92,19.6018
19701,35.48,5050.50,59.95,19.7018
19801,37.04,5050.34,59.99,19.8018
19901,41.38,5050.68,60.02,19.9018
20001,34.48,5050.28,60.03,20.0018
20101,33.33,5050.34,60.07,20.1018
20201,29.63,5050.34,60.04,20.2018
20301,40.74,5050.34,59.95,20.3018
20401,42.86,5050.47,59.78,20.4018
20501,33.33,5050.47,59.83,20.5018
20601,35.29,5050.25,59.89,20.6018
20701,28.57,5050.25,59.94,20.7018
20801,38.71,5050.50,59.98,20.8018
20901,37.93,5050.50,60.07,20.9018
21001,46.15,5050.31,60.07,21.0018
21101,36.67,5050.31,60.05,21.1018
21201,35.71,5050.53,60.08,21.2018
21301,31.43,5050.47,60.27,21.3018
21401,39.29,5050.47,60.38,21.4018
21501,35.48,5050.47,60.53,21.5018
21601,40.00,5050.41,60.60,21.6018
21701,33.33,5050.47,60.64,21.7018
21801,35.71,5050.44,60.64,21.8018
21901,36.36,5050.44,60.64,21.9018
22001,37.14,5050.50,60.93,22.0018
22101,37.04,5050.31,60.94,22.1018
22201,36.67,5050.16,60.86,22.2018
22301,42.31,5050.16,60.75,22.3018
22401,36.67,5050.47,60.77,22.4018
22501,32.14,5050.16,60.67,22.5018
22601,29.63,5050.50,60.60,22.6018
22701,35.71,5050.50,60.62,22.7018
22801,35.48,5050.12,60.63,22.8018
22901,37.93,5050.47,60.59,22.9018
23001,34.48,5050.47,60.61,23.0018
23101,34.37,5050.47,60.63,23.1018
23201,38.46,5050.53,60.62,23.2018
23301,36.67,5050.16,60.71,23.3018
23401,37.50,5050.31,60.81,23.4018
23501,41.67,5050.31,60.74,23.5018
23601,37.04,5050.47,60.71,23.6018
23701,36.67,5050.47,60.69,23.7018
23801,36.00,5050.34,60.59,23.8018
23901,34.48,5050.46,60.65,23.9018
24001,36.00,5050.30,60.61,24.0018
24101,39.29,5050.30,60.62,24.1018
24201,31.03,5050.15,60.66,24.2018
24301,38.71,5050.12,60.74,24.3018
24401,29.63,5050.46,60.78,24.4018
24501,36.67,5050.46,60.83,24.5018
24601,37.93,5050.46,60.89,24.6018
24701,41.67,5050.46,60.87,24.7018
24801,35.48,5050.46,61.01,24.8018
24901,34.62,5050.27,61.05,24.9018
25001,35.48,5050.30,61.13,25.0018
25101,34.48,5050.43,61.17,25.1018
25201,37.93,5050.49,61.21,25.2018
25301,32.14,5050.49,61.15,25.3018
25401,31.03,5050.33,61.07,25.4018
25501,36.67,5050.33,61.00,25.5018
25601,33.33,5050.33,60.99,25.6018
25701,25.93,5050.46,60.96,25.7018
25801,32.14,5050.30,60.93,25.8018
25901,42.31,5050.30,60.90,25.9018
26001,37.93,5050.52,60.91,26.0018
26101,35.71,5050.46,61.00,26.1018
26201,36.00,5050.46,60.97,26.2018
26301,40.00,5050.46,61.08,26.3018
26401,40.00,5050.33,61.14,26.4018
26501,39.29,5050.33,61.16,26.5018
26601,35.71,5050.33,61.18,26.6018
26701,33.33,5050.36,61.26,26.7018
26801,43.33,5050.36,61.31,26.8018
26901,35.48,5050.49,61.38,26.9018
27001,31.82,5050.49,61.27,27.0018
27101,38.46,5050.30,61.18,27.1018
27201,33.33,5050.30,61.17,27.2018
27301,33.33,5050.18,61.13,27.3018
27401,36.36,5050.52,61.21,27.4018
27501,27.62,5055.61,61.01,27.5018
