Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
103,1.22,5055.45,0.00,0.1035
203,26.32,5055.45,1.61,0.2035
303,34.48,5054.48,30.86,0.3035
403,35.71,5054.79,44.17,0.4035
503,46.88,5054.60,53.11,0.5035
603,68.18,5054.48,51.34,0.6035
703,23.53,5054.73,52.22,0.7035
803,33.33,5054.73,53.85,0.8035
903,35.48,5054.73,55.24,0.9035
1003,34.48,5054.73,56.93,1.0035
1103,42.42,5054.66,59.75,1.1035
1203,90.91,5054.70,57.23,1.2035
1303,45.45,5054.70,55.66,1.3035
1403,33.33,5054.51,55.73,1.4035
1503,35.29,5054.45,57.09,1.5035
1603,34.62,5054.63,57.52,1.6035
1703,42.31,5054.45,57.91,1.7035
1803,50.00,5054.60,56.06,1.8035
1903,36.00,5054.82,55.83,1.9035
2003,32.26,5054.45,57.29,2.0035
2103,30.30,5054.88,59.18,2.1035
2203,39.29,5054.51,60.33,2.2035
2303,34.29,5054.79,61.41,2.3035
2403,41.38,5054.82,62.30,2.4035
2503,26.47,5054.79,62.28,2.5035
2603,32.00,5054.88,61.91,2.6035
2703,34.38,5054.76,62.30,2.7035
2803,35.48,5054.76,62.37,2.8035
2903,40.74,5054.57,63.02,2.9035
3003,65.38,5054.60,61.32,3.0035
3103,48.15,5054.60,59.77,3.1035
3203,42.86,5054.79,59.76,3.2035
3303,38.10,5054.79,58.84,3.3035
3403,40.00,5054.60,58.37,3.4035
3503,33.33,5054.82,57.91,3.5035
3603,32.00,5054.70,56.79,3.6035
3703,36.67,5054.70,56.26,3.7035
3803,31.03,5054.60,56.47,3.8035
3903,37.04,5054.76,56.81,3.9035
4003,33.33,5054.76,57.07,4.0035
4103,35.48,5054.76,57.44,4.1035
4203,40.74,5054.76,57.39,4.2035
4303,23.53,5054.76,57.08,4.3035
4403,34.62,5054.60,56.94,4.4035
4503,29.03,5054.63,57.12,4.5035
4603,32.14,5054.76,57.15,4.6035
4703,35.48,5054.76,57.43,4.7035
4803,29.63,5054.57,57.13,4.8035
4903,45.83,5054.57,56.65,4.9035
5003,27.59,5054.60,57.04,5.0035
5103,36.67,5054.78,57.08,5.1035
5203,32.35,5054.66,57.61,5.2035
5303,34.29,5054.81,58.15,5.3035
5403,38.10,5054.47,57.52,5.4035
5503,36.11,5054.75,57.91,5.5035
5603,34.78,5054.72,58.06,5.6035
5703,38.46,5054.56,58.01,5.7035
5803,33.33,5054.78,58.55,5.8035
5903,33.33,5054.59,59.21,5.9035
6003,41.67,5054.57,59.95,6.0035
6103,25.00,5054.79,59.92,6.1035
6203,34.48,5054.44,60.34,6.2035
6303,37.84,5054.72,61.27,6.3035
6403,34.38,5054.54,61.49,6.4035
6503,52.17,5054.78,61.26,6.5035
6603,44.44,5054.75,61.29,6.6035
6703,25.00,5054.62,60.98,6.7035
