Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
101,14.12,5068.80,0.00,0.1014
201,29.73,5068.80,12.70,0.2014
301,41.38,5066.64,45.20,0.3014
401,60.71,5066.96,55.21,0.4014
501,36.67,5066.96,63.81,0.5014
601,36.67,5066.93,67.42,0.6014
701,38.24,5066.77,73.60,0.7014
801,33.33,5066.80,79.55,0.8014
901,43.48,5066.89,73.39,0.9014
1001,79.17,5066.80,70.86,1.0014
1101,33.33,5066.89,69.21,1.1014
1201,36.00,5066.89,66.49,1.2014
1301,32.00,5066.89,63.33,1.3014
1401,37.04,5066.89,62.02,1.4014
1501,43.33,5066.70,61.39,1.5014
1601,52.17,5066.73,58.83,1.6014
1701,36.67,5066.89,59.30,1.7014
1801,34.48,5066.89,59.42,1.8014
1901,37.50,5066.73,60.05,1.9014
2001,30.00,5066.58,60.11,2.0014
2101,37.04,5066.55,60.23,2.1014
2201,44.83,5066.67,60.46,2.2014
2301,34.62,5066.67,59.68,2.3014
2401,37.50,5066.82,59.76,2.4014
2501,34.48,5066.63,60.00,2.5014
2601,38.24,5066.70,61.17,2.6014
2701,38.46,5066.91,61.24,2.7014
2801,36.36,5066.60,61.57,2.8014
2901,34.38,5066.60,60.72,2.9014
3001,33.33,5066.60,61.50,3.0014
3101,38.71,5066.95,61.93,3.1014
3201,37.50,5066.79,61.66,3.2014
3301,31.25,5066.60,61.71,3.3014
3401,36.00,5066.57,61.69,3.4014
3501,34.37,5066.88,62.08,3.5014
3601,32.14,5066.88,62.46,3.6014
3701,32.14,5066.91,63.00,3.7014
3801,35.71,5066.76,63.77,3.8014
3901,33.33,5066.76,64.11,3.9014
4001,37.93,5066.82,64.77,4.0014
4101,41.38,5066.91,65.13,4.1014
4201,35.71,5066.88,65.54,4.2014
4301,37.50,5066.70,65.69,4.3014
4401,35.71,5066.70,65.90,4.4014
4501,35.48,5066.70,65.67,4.5014
4601,37.50,5066.91,65.23,4.6014
4701,34.62,5066.73,64.97,4.7014
4801,34.48,5066.79,64.63,4.8014
4901,34.62,5066.79,64.19,4.9014
5001,35.71,5066.70,64.27,5.0014
