Elapsed(ms),CPU(%),Memory(MB),Throughput(MB/s),ConnDuration(s)
101,15.13,5062.00,0.00,0.1017
201,30.00,5062.00,0.00,0.2017
301,33.33,5059.43,25.49,0.3016
401,37.14,5059.44,54.97,0.4016
501,35.48,5059.62,62.43,0.5017
601,42.31,5059.69,65.02,0.6017
701,54.84,5059.41,66.61,0.7017
801,29.63,5059.78,66.44,0.8017
901,36.36,5059.62,68.88,0.9017
1001,40.91,5059.78,66.55,1.0017
1101,32.14,5059.78,66.36,1.1017
1201,44.83,5059.59,65.70,1.2017
1301,35.71,5059.78,64.81,1.3017
1401,33.33,5059.78,65.60,1.4017
1501,37.50,5059.78,66.75,1.5017
1601,41.38,5059.81,66.68,1.6017
1701,28.57,5059.44,66.43,1.7017
1801,45.16,5060.03,66.40,1.8017
1901,81.82,5059.69,64.92,1.9017
2001,33.33,5059.85,65.52,2.0017
2101,37.93,5059.72,64.67,2.1017
2201,37.04,5059.72,63.71,2.2017
2301,33.33,5059.72,63.48,2.3017
2401,42.31,5059.72,63.14,2.4017
2501,44.00,5059.88,62.39,2.5017
2601,42.86,5059.82,61.79,2.6017
2701,40.62,5059.82,62.27,2.7017
2801,37.04,5059.82,62.59,2.8017
2901,36.67,5059.60,62.81,2.9017
3001,36.67,5059.60,62.26,3.0017
3101,20.00,5059.82,61.42,3.1017
3201,34.48,5059.44,61.77,3.2017
3301,34.48,5059.82,62.50,3.3016
3401,33.33,5059.66,62.48,3.4017
3501,35.71,5059.66,62.61,3.5017
3601,38.71,5059.66,63.21,3.6017
3701,38.46,5059.79,63.24,3.7017
3801,40.00,5059.79,63.48,3.8017
3901,39.29,5059.79,63.46,3.9017
4001,38.71,5059.63,64.06,4.0017
4101,35.71,5059.75,63.87,4.1017
4201,42.86,5059.75,63.88,4.2017
4301,32.00,5059.60,63.72,4.3016
4401,45.83,5059.82,63.83,4.4017
4501,33.33,5059.79,63.97,4.5017
4601,40.00,5059.79,63.84,4.6017
4701,37.50,5059.72,63.69,4.7017
4801,40.00,5059.72,64.01,4.8017
4901,36.00,5059.57,63.85,4.9016
5001,39.13,5059.57,63.61,5.0017
5101,41.67,5059.78,63.44,5.1017
5201,37.93,5059.43,63.35,5.2017
5301,35.00,5059.62,62.72,5.3017
5401,41.38,5059.59,62.54,5.4017
5501,34.48,5059.53,62.36,5.5017
5601,39.29,5059.84,62.23,5.6017
5701,30.77,5059.46,61.99,5.7017
5801,35.71,5059.78,62.09,5.8017
5901,36.36,5059.40,62.51,5.9017
6001,39.29,5059.84,62.52,6.0017
6101,37.04,5059.84,62.56,6.1017
6201,36.67,5059.84,62.72,6.2017
6301,40.00,5059.84,62.54,6.3017
6401,40.00,5059.84,62.98,6.4017
6501,40.00,5059.84,63.32,6.5017
6601,35.48,5059.87,63.85,6.6017
6701,43.48,5059.87,63.57,6.7017
6801,37.50,5059.50,63.81,6.8017
6901,32.14,5059.84,63.91,6.9017
7001,37.93,5059.46,63.89,7.0017
7101,35.29,5059.78,64.27,7.1017
7201,34.29,5059.65,64.73,7.2017
7301,40.00,5059.75,64.59,7.3017
7401,33.33,5059.75,64.50,7.4017
7501,33.33,5059.56,64.60,7.5017
7601,34.38,5059.43,64.75,7.6017
7701,37.04,5059.46,64.99,7.7017
7801,34.37,5059.81,65.43,7.8016
7901,37.50,5059.75,65.91,7.9017
8001,37.14,5059.81,66.82,8.0017
8101,35.48,5059.78,66.97,8.1017
8201,34.62,5060.00,66.70,8.2017
8301,30.00,5059.81,66.61,8.3017
8401,35.48,5059.65,66.46,8.4017
8501,35.00,5059.46,65.87,8.5017
8601,27.59,5059.46,65.63,8.6017
8701,36.00,5059.46,65.51,8.7017
8801,35.71,5059.78,65.33,8.8017
8901,37.50,5059.59,65.58,8.9017
9001,38.71,5059.46,65.87,9.0017
9101,44.00,5059.81,65.57,9.1017
9201,45.83,5059.78,65.40,9.2017
9301,33.33,5059.81,65.25,9.3017
9401,39.29,5059.81,65.20,9.4017
9501,34.48,5059.65,65.20,9.5017
9601,33.33,5059.84,65.17,9.6017
9701,37.50,5059.81,65.04,9.7017
9801,41.67,5059.62,64.90,9.8017
9901,34.48,5059.46,65.00,9.9017
10001,37.93,5059.81,65.12,10.0017
10101,34.38,5059.81,65.28,10.1017
10201,38.46,5059.81,65.27,10.2017
10301,47.06,5059.78,64.80,10.3017
10401,37.50,5059.65,64.99,10.4017
10501,35.71,5059.65,65.11,10.5017
10601,36.11,5059.65,65.73,10.6016
10701,34.48,5059.46,65.87,10.7016
10801,35.48,5059.81,65.85,10.8017
10901,42.31,5059.59,65.85,10.9017
11001,40.00,5059.84,66.19,11.0017
11101,34.62,5059.83,66.10,11.1017
11201,33.33,5059.46,66.07,11.2017
11301,37.50,5059.46,65.88,11.3017
11401,36.36,5059.77,66.07,11.4017
11501,42.86,5059.52,66.03,11.5017
11601,37.04,5059.77,66.04,11.6017
11701,39.29,5059.77,66.07,11.7017
11801,35.29,5059.83,66.33,11.8017
11901,37.14,5059.80,66.58,11.9017
12001,32.14,5059.80,66.54,12.0017
